name,keysig,mode,melody
NLB074601_01,1,0,(62 62 64 66 67 71 69 67 71 71 62 64 66 67 71 69 64 66 64 66 68 69 68 69 71 72 72 72 72 72 71 69 67 69 71 62 64 66 67 71 69 67 71 71 64 64 64 72 71 69 69 73 71 67 64 64 71 69 73 73 73 71 69 67 66 64 62 62 62 67 71 76 74 71 71 71 69 67 67 66 67 64 69 69 69 71 69 74 74 72 71 69 72 66 67)
NLB074602_01,1,0,(62 62 71 71 71 69 67 67 67 67 76 76 76 76 74 74 79 79 74 76 78 78 78 76 74 72 71 69 67 74 71 71 71 71 71 71 71 74 74 72 72 72 72 72 72 76 74 74 74 79 79 74 76 78 78 78 76 74 74 72 69 67)
NLB074603_01,1,0,(62 71 71 71 71 72 71 71 69 69 69 62 69 69 69 69 72 71 69 69 67 67)
NLB074607_01,1,0,(62 62 67 67 69 71 69 67 67 66 67 69 69 71 69 67 62 64 66 67 67 71 69 67 67 66 67 69 67 64 66 62 69 69 69 71 72 72 71 69 69 69 71 69 67 69 71 62 64 66 69 67 66 64 64 62 62 64 66 67 67 69 71 69 67)
NLB074608_01,1,0,(62 67 67 66 66 64 64 62 62 64 60 59 60 62 62 62 67 67 66 67 69 71 69 67 67 66 66 64 66 64 62 69 69 67 66 67 69 69 69 67 66 67 69 62 67 67 67 66 67 64 64 64 69 69 69 67 66 64 62 62 71 71 71 69 67 67 71 69 69 64 66 67)
NLB074613_02,1,0,(62 71 71 71 71 71 71 69 69 69 71 69 67 67 67 69 71 69 67 66 67 62 62 67 69 69 71 76 74 71 67 76 74 72 71)
NLB074616_01,1,0,(62 71 74 72 71 71 69 69 69 67 67 69 69 71 62 71 71 72 71 71 69 69 69 67 67 69 69 71 62 71 74 72 71 71 69 69 69 69 72 71 69 69 67 67 74 74 71 72 74 76 74 74 71 72 74 76 74 71 74 74 74 72 71 69 67)
NLB074617_01,1,0,(71 69 69 67 67 67 67 66 67 67 69 74 74 72 71 69 69 69 69 67 69 71 74 74 76 76 74 71 76 74 72 71 69 74 74 76 74 67)
NLB074622_01,1,0,(71 69 67 67 69 69 71 71 71 76 76 74 71 71 69 69 71 74 74 78 69 72 78 76 74 71 67 74 72 69 69 71)
NLB074623_01,1,0,(69 74 67 67 67 67 76 74 74 72 71 69 69 67 69 71 74 78 76 76 72 76 74 74 72 71 69 74 71 69 67 74 78 76 76 72 76 74 74 72 71 69 74 71 69 67)
NLB074625_01,1,0,(79 78 76 74 71 72 74 79 71 71 69 79 81 79 78 79 81 79 78 76 74 74 76 78 79 74 83 81 79 78 78 76 79 78 76 74 76 78 81 76 78 79)
NLB074626_01,1,0,(62 67 67 67 67 69 67 66 69 67 62 71 71 71 71 69 72 71 67 69 71 71 71 74 72 71 67 69 69 67 66 67 66 64 66 67 69 67 66 64 62 64 66 67 69 71 72 71 71 69 66 67)
NLB074628_01,1,0,(62 67 69 71 76 74 76 74 72 71 69 76 74 72 71 69 71 67 62 67 69 71 76 74 76 74 72 71 69 76 74 72 71 69 71 67 67 69 71 71 74 74 74 72 71 69 67 69 71 72 74 72 71 69 67 67 69 71 74 74 74 72 71 69 67 69 71 72 74 72 71 69 67 67 69 71 74 74 74 72 71 69 67 69 71 72 74 72 71 69 67)
NLB074629_01,1,0,(62 62 64 62 60 59 66 67 71 69 67 66 67 67 69 67 64 62 67 67 67 69 69 72 71 72 71 69 67 64 62 67 69 71 72 64 66 67)
NLB074630_01,1,0,(67 67 67 67 66 67 69 69 67 69 71 71 69 71 72 69 72 76 74 71 74 74 74 72 71 72 69 71 74 71 67 71 69 72 66 69 69 67)
NLB074633_01,1,0,(71 71 69 67 74 74 76 74 74 79 79 78 76 76 74 69 72 71 71 71 69 67 74 74 76 74 74 79 79 78 76 76 74 69 72 71 74 72 71 72 74 76 74 76 74 72 71 74 72 71 72 74 76 74 76 74 72 71 71 72 74 76 76 79 79 78 76 74 71 74 79 78 76 74 74 72 71 67)
NLB074634_01,1,0,(62 67 67 67 67 71 69 62 67 67 71 74 74 74 74 72 76 74 72 71 74 74 74 72 71 72 74 76 76 76 76 74 72 72 72 71 74 76 72 71 69 67 74 74 74 72 71 72 74 76 76 76 76 74 72 72 72 71 74 76 72 71 69 67)
NLB074638_01,1,0,(67 67 67 69 71 71 69 67 71 71 69 71 74 74 76 74 72 71 67 67 71 74 74 74 74 76 74 72 76 74 71 69 71 74 72 71 69 74 74 67 71 74 74 72 74 72 71 69 71 72 74 67 71 74 74 72 74 72 71)
NLB074639_01,1,0,(62 67 67 67 67 69 71 67 67 69 67 66 64 62 62 69 69 69 71 72 71 69 67 67 66 66 64 62 67 69 69 69 71 72 71 69 67 67 67 67 66 67 69 66 62 62 72 72 72 72 71 71 67 71 71 69 69 67 67 67 67 67 64 64 64 64 64 64 66 66 67 69 62 62 62 62 62 72 72 72 72 71 71 67 71 71 69 69 67)
NLB074640_01,1,0,(62 67 67 71 67 62 64 62 62 62 69 69 72 71 69 67 69 71 62 67 71 71 74 71 67 74 72 71 69 71 69 71 69 69 71 69 69 71 69 71 69 67 67 67 62 67 62 67 71 74 74 72 71 69 67 66 62 62 67 71 74 62 67 62 67 76 74 71 74 72 71 69 67 66 62 67 67 71 74 64 67 69 71 72 71 67)
NLB074641_01,1,0,(74 79 74 71 74 67 67 71 71 71 69 69 69 69 71 67 67 74 79 74 71 74 67 67 79 81 79 78 76 74 72 71 74 79 79 79 79 83 79 76 74 81 81 81 79 78 79)
NLB074643_01,1,0,(62 67 64 62 67 66 64 62 64 67 66 67 69 69 67 66 64 62 60 59 60 62 62 62 67 67 67 69 71 71 69 66 67)
NLB074645_07,1,0,(74 67 71 74 74 76 74 71 69 71 67 69 71 69 67 67 62 71 72 74 76 76 74 72 76 79 71 71 74 76 74 76 74 69 67)
NLB074646_02,1,0,(69 69 71 69 67 69 71 74 69 69 69 69 71 69 67 69 71 74 69 69 69 71 74 72 71 71 69 74 74 72 71 67 69 67 66 64 62 67 66 64 72 72 72 71 67 69 67 74 74 72 71 67 69 67 66 64 62 67 66 64 72 72 72 71 67 69 67)
NLB074647_01,1,0,(62 67 62 67 67 62 67 71 74 72 71 69 67 66 66 69 62 64 62 67 67 67 67 67 67 71 74 72 71 69 67 66 66 69 62 71 72 72 72 71 72 72 69 69 69 74 74 74 74 74 67 67 67 71 69 69 64 64 66 67 67 67 71 69 69 66 66 66 67)
NLB074648_01,1,0,(74 74 79 78 76 76 74 72 71 71 72 74 76 74 71 74 74 74 79 79 78 76 81 83 81 79 78 76 74)
NLB074649_01,1,0,(74 67 67 71 71 69 67 69 71 71 74 67 67 71 71 69 67 69 71 71 71 72 74 76 74 72 71 72 74 76 76 76 71 72 74 76 74 72 76 74 72 71)
NLB074650_04,1,0,(67 67 67 71 74 74 72 69 67 74 72 71 69 67 69 69 67 69 69 62 74 74 76 74 67 71 74 74 76 71 74 72 71 69 67 66 64 66 67 69 74 72 71 74 74 76 74 67 71 74 74 76 71 74 72 71 69 67 66 64 66 67 69 74 66 67)
NLB074651_02,1,0,(62 64 66 67 67 67 67 71 74 71 71 74 74 74 74 66 67 69 66 69 62 62 64 66 67 67 67 71 74 71 71 74 74 74 74 66 67 69 66 69 62 74 74 71 74 74 76 78 76 76 74 72 72 72 71 71 74 74 72 69 67 74 74 71 74 74 76 78 76 76 74 72 72 72 71 71 74 74 72 69 67)
NLB074652_01,1,0,(74 67 71 74 76 74 74 71 74 76 74 72 71 69 71 72 74 78 76 74 74 71 74 76 74 72 71 76 76 72 76 79 78 79 74 76 76 74 72 76 74 72 71 69 71 72 74 78 76 74 72 71 69 67 69 71 72 74 78 76 74 72 71 69 67)
NLB074654_01,1,0,(62 62 67 71 74 67 67 69 71 72 71 69 67 62 62 67 71 74 67 67 69 71 72 71 69 67 71 72 74 74 74 72 71 72 72 72 71 69 71 71 71 71 71 71 71 71 69 69 69 69 69 67 69 71 69 67 67 69 71 69 67 74 71 72 71 69 69 71 69 67)
NLB074662_01,1,0,(71 69 67 67 67 71 74 74 76 76 74 72 69 72 71 74 78 78 76 78 79 78 76 74 71 67 74 72 69 72 71)
NLB074663_01,1,0,(71 71 69 71 71 69 71 67 67 67 74 74 76 78 76 76 74 74 74 76 74 74 76 74 72 71 67 69 71 74 72 71 69 71 69 74 74 76 78 76 76 74 67 74 74 76 74 72 71 69 67)
NLB074664_01,1,0,(72 71 71 71 71 69 71 69 67 67 72 72 72 76 76 77 76 76 76 74 74 79 79 79 79 76 74 72 71 69 71 72 76 76 74 67)
NLB074664_02,1,0,(67 72 72 67 71 69 67 67 72 72 77 77 76 76 74 79 79 79 79 76 74 72 71 69 71 72 76 76 74 67)
NLB074667_01,1,0,(62 71 71 71 69 71 72 71 74 67 71 69 74 74 69 71 76 74 74 72 74 76 76 74 72 67 76 74 71 69 76 74 72 71 69 67)
NLB074668_01,1,0,(62 71 71 71 69 71 72 71 74 67 71 69 74 74 69 71 76 74 74 72 74 76 76 74 72 67 76 74 71 69 76 74 72 71 69 67)
NLB074669_01,1,0,(74 74 76 74 74 71 69 67 69 71 74 76 78 79 71 71 71 74 71 69 74 76 78 81 79 78 78 76 78 79 79 78 76 74 76 74 72 71 69 74 71 74 76 78 81 79 78 78 76 78 79 79 78 76 74 76 74 72 71 69 74 71)
NLB074670_01,1,0,(62 59 62 71 71 69 67 64 67 62 62 62 64 66 67 69 67 66 66 64 62 66 64 60 62 66 66 66 66 66 62 66 66 66 64 62 62 61 62 64 64 66 66 66 67 67 72 71 69 64 66 67 69 62 71 69 67 67 69 71 74 72 71 71 69 71 72 71 69 64 66 69 67)
NLB074671_01,1,0,(62 67 66 67 69 71 69 67 62 67 67 66 67 69 71 69 67 71 69 69 69 69 69 71 69 64 66 69 67 66 64 62 62 69 69 69 69 71 69 66 62 62 64 64 66 66 67 62 62 69 69 69 71 69 67 62 64 66 66 66 67 71 72 74 72 71 67 62 67 67 69 71 69 67)
NLB074671_02,1,0,(64 62 64 62 64 62 62 67 66 67 69 71 67 71 69 69 69 69 71 69 64 66 69 67 66 64 62 62 69 69 69 71 69 67 66 62 64 64 66 66 67 62 62 69 69 69 66 64 62 62 69 71 71 67 67 64 64 72 72 72 74 72 71 67 62 62 67 66 67 69 71 67 62 71 71 67 67 64 64 72 72 67 67 64 71 72 74 72 71 67 62 67 67 69 71 69 67)
NLB074672_01,1,0,(67 71 74 74 76 74 74 76 74 74 71 71 74 74 72 72 74 76 76 74 67 71 74 79 81 79 76 78 78 76 74 74 76 74 72 71)
NLB074673_01,1,0,(71 69 69 71 69 67 69 71 74 69 71 69 69 71 69 67 69 71 74 74 69 69 71 71 71 72 76 74 71 74 69 74 74 67 71 69 69 66 62 64 66 67 71 72 74 74 72 71 69 67)
NLB074695_02,1,0,(67 71 74 76 74 72 71 74 69 67 79 78 76 76 78 79 78 76 74 74 74 79 78 78 76 74 72 71 69 71 72 74 74 74 74 76 76 74 72 71 67 74 71 76 74 72 71 72 72 74 79 78 76 74 72 74 69 69 67)
NLB074697_01,1,0,(62 67 71 76 74 71 71 74 74 74 74 72 71 69 74 74 74 76 78 78 76 74 76 74 72 71 72 74 74 74 74 76 78 78 76 74 76 74 72 71 69 67)
NLB074699_02,1,0,(74 74 74 74 79 71 74 72 72 81 81 81 81 79 79 78 76 74 74 74 74 76 78 79 74 74 74 74 74 74 84 83 81 79)
NLB074699_03,1,0,(74 74 74 79 71 74 72 72 81 81 81 79 78 76 74 74 79 71 71 76 74 74 72 72 72 72 81 81 79)
NLB074702_01,1,0,(74 71 71 71 71 71 74 72 71 72 74 72 71 74 71 71 71 71 71 74 72 71 72 74 72 71 67 76 76 76 79 78 76 74 79 78 76 74 72 71)
NLB074703_01,1,0,(62 67 67 71 74 67 67 66 69 72 69 67 67 71 74 71 67 69 62 67 71 74 71 67 66 66 69 72 69 67 67 71 74 71 67 69 69 69 69 69 69 71 72 71 71 69 69 69 69 67 69 71 74 74 67 71 74 76 72 67 76 74 71 71 74 78 76 74 72 71 69 67)
NLB074704_01,1,0,(74 76 74 74 74 76 74 74 74 76 74 72 71 71 69 74 74 76 76 76 76 78 78 76 78 81 79)
NLB074705_01,1,0,(74 79 72 71 69 71 72 74 79 81 74 74 72 71 74 79 79 81 79 76 74 71 67 66 69 76 74 72 69 67)
NLB074706_01,1,0,(62 64 66 67 71 71 71 69 71 72 69 62 64 66 67 74 74 74 71 67 69 69 69 71 69 71 72 74 76 74 74 71 74 76 74 74 72 62 72 71 69 67)
NLB074708_01,1,0,(71 71 71 71 71 71 74 72 72 71 69 74 74 74 74 72 72 71 69 67 71 71 71 71 71 71 74 72 72 71 69 74 74 74 74 74 76 74 67)
NLB074709_01,1,0,(71 74 74 74 74 67 67 67 71 72 71 72 74 76 74 74 76 76 76 76 76 74 74 76 74 74 71 69 69 71 72 71 69 74 74 74 76 76 76 76 76 74 74 76 74 74 71 69 69 71 72 71 69 67)
NLB074711_01,1,0,(62 67 66 67 69 71 69 67 66 69 62 71 69 67 66 64 69 62 71 72 74 76 72 71 69 67 71 74 71 71 69 67 67 67 66 64 69 62 71 72 72 74 76 72 71 69 67 69 74 71 71 69 69 69 71 72 71 69 67 71 69 67 71 72 72 74 76 72 71 69 67 69 74 71 71 69 69 69 71 72 71 69 67 71 69 67)
NLB074712_01,1,0,(64 71 71 72 72 71 69 69 69 67 67 69 69 71 64 71 71 72 72 71 69 69 69 67 67 69 69 71 64 71 71 71 72 72 72 71 69 69 69 67 67 67 69 69 67 67 66 66 66 64 66 67 69 72 71 69 64 66 66 67 67 69 71 72 71 74 74 74 71 72 72 74 76 74 74 71 71 74 74 72 71 69 67)
NLB074717_01,1,0,(74 74 74 74 72 71 74 74 74 71 71 72 72 72 71 69 74 71 71 71 69 67 74 76 76 76 76 78 79 76 74 79 79 72 72 69 76 74 74 71 69 69 67)
NLB074729_01,1,0,(62 67 67 66 66 64 64 62 62 64 72 71 69 67 67 69 71 67 71 74 74 72 69 74 74 78 78 76 76 74 71 74 74 72 64 66 67)
NLB074731_01,1,0,(62 62 59 62 64 64 62 62 62 67 66 67 69 67 66 62 69 69 69 67 67 66 66 64 67 67 66 64 64 62 62 62 59 62 64 64 62 62 62 71 71 69 67 64 64 66 66 67 64 62 67 67 67 69 69 67 66 67 71 69 69 67 64 66 67 69 67 64 64 62 61 62 69 72 71 67 69 71 69 67 69 67 66 67)
NLB074735_01,1,0,(62 67 67 71 71 69 69 67 66 64 62 67 67 66 66 67 67 72 71 71 69 62 62 67 67 71 69 67 67 66 64 62 67 67 66 69 72 66 64 69 62 71 74 74 67 67 72 72 71 69 62 67 67 69 69 71 72 76 74 66 67)
NLB074737_02,1,0,(74 74 76 74 71 69 71 67 67 67 69 69 69 74 74 72 71 71 71 72 72 72 76 74 72 71 76 74 71 74 72 69 72 69 66 67)
NLB074739_01,1,0,(62 67 71 74 74 76 74 72 71 71 69 67 71 74 69 67 66 64 62 69 71 72 74 76 76 74 72 71 76 74 79 74 74 71 74 74 72 69 71 67 62 62 67 71 74 79 78 76 74 76 74 67 74 74 71 74 74 72 69 71 67)
NLB074740_01,1,0,(62 67 71 74 74 76 74 76 74 71 74 76 74 74 72 74 72 71 79 79 79 76 74 72 72 72 72 74 74 74 74 76 78 76 72 69 67 79 79 79 76 72 72 72 74 74 74 76 78 78 76 74 72 69 67)
NLB074741_01,1,0,(62 67 67 67 71 74 74 74 67 69 69 71 67 74 74 76 72 76 76 74 74 67 71 74 74 74 72 71 74 74 76 72 76 76 74 74 67 71 74 74 74 72 71 62 62 67 67 71 71 71 74 74 74 67 67 67 69 62 62 62 62 62 71 67 67 62 62 67 67 67 67 71 74 74 74 67 67 67 69 74 79)
NLB074742_01,1,0,(74 74 74 74 71 69 67 71 71 74 76 78 79 74 72 71 74 69 74 74 79 78 76 72 72 71 74 79 79 78 76 74 76 74 72 66 69 67)
NLB074745_01,1,0,(62 67 67 62 67 67 67 62 62 67 67 67 67 69 71 69 71 71 71 71 72 74 72 71 69 69 71 69 69 69 71 69 67 66 64 62 62 69 69 69 69 71 72 72 71 71 71 72 74 74 74 72 71 71 69 69 67)
NLB074749_01,1,0,(62 67 66 64 62 60 59 57 59 60 62 64 62 59 55 59 60 62 62 67 66 64 69 67 66 67 64 62)
NLB074750_01,1,0,(74 67 69 71 72 74 78 79 78 76 81 79 78 76 74 74 79 79 79 79 78 76 79 74 78 76 74 69 71 67)
NLB074752_01,1,0,(71 74 71 76 74 72 69 78 81 72 76 74 74 71 74 83 83 81 79 78 76 76 74 83 84 78 79)
NLB074753_01,1,0,(74 71 74 71 74 72 71 69 74 76 74 72 71 69 67 69 74 71 72 74 76 78 79 81 79 74 74 79 83 81 78 79)
NLB074754_01,1,0,(74 71 74 79 81 79 78 72 72 69 72 78 76 74 72 71 74 71 74 79 83 81 79 76 81 79 76 74 79 78 76 78 79)
NLB074756_01,1,0,(67 69 71 67 69 71 69 71 74 72 74 74 76 76 72 72 71 72 76 76 74 74 67 71 74 76 74 72 71 72 72 69 69 69 69 74 76 74 69 67)
NLB074756_02,1,0,(71 71 69 67 62 67 67 67 71 74 72 72 74 74 74 74 76 72 72 71 72 76 74 74 67 71 74 76 74 74 72 71 72 72 69 69 69 69 74 74 76 74 69 69 67)
NLB074757_01,1,0,(74 67 71 74 79 79 71 76 74 67 69 71 74 76 74 69 67 69 69 71 71 74 79 71 76 74 67 69 71 74 76 74 69 74 74 73 74 78 78 76 72 72 71 72 81 79 78 79 74 74 79 79 79 71 71 76 76 76 76 74 78 78 78 76 74 72 71 74 79 79 79 71 71 76 76 76 76 74 76 78 78 76 74 66 67)
NLB074759_01,1,0,(67 67 67 69 71 69 67 67 66 64 62 67 66 67 72 71 71 69 71 72 74 74 67 67 72 72 72 71 69 62 62 67 67 67 72 71 71 69 74 74 74 76 74 71 67 67 72 71 72 71 69 62 67 67 69 69 71 72 72 71 69 67 74 74 74 76 74 71 67 67 72 71 72 71 69 62 67 67 69 69 71 72 72 74 72 66 67)
NLB074760_01,1,0,(62 67 67 67 67 62 62 67 67 67 67 71 74 74 74 71 67 67 69 69 71 72 71 72 72 71 69 71 64 67 66 64 62 66 71 69 67)
NLB074760_02,1,0,(62 62 67 67 67 62 64 67 67 67 67 71 74 74 74 74 71 67 67 69 69 71 72 72 71 69 71 64 67 67 66 64 66 67 69 71 69 67)
NLB074762_01,1,0,(62 67 67 67 71 71 69 69 67 67 67 67 67 69 71 62 67 67 67 71 71 69 69 67 67 67 67 67 69 71 71 74 74 74 74 72 72 72 72 71 71 71 71 69 69 67 71 71 71 71 71 71 71 69 69 69 69 69 69 67 69 71 71 71 71 71 71 71 71 69 69 72 72 71 69 67)
NLB074763_01,1,0,(60 60 67 67 67 69 67 67 67 69 69 67 66 64 62 67 67 69 69 74 74 71 69 67 67 69 67 66 64 62 67 67 69 69 74 74 71 71 72 76 74 74 71 69 67 67 67 69 67 67 71 69 67 67 69 69 74 74 71 71 72 72 71 67 69 67 66 67)
NLB074763_04,1,0,(67 67 67 67 67 69 67 67 74 74 74 74 74 71 67 69 62 62 66 67 67 67 69 67 67 74 74 74 74 74 71 67 69 74 71 69 67 71 69 74 71 69 67 67 69 67 67 69 69 74 74 71 69 67 67 69 67 66 64 62 67 67 69 69 69 74 74 74 71 71 72 76 74 74 72 71 69 67 67 67 69 67 71 69 67 67 69 68 69 74 74 74 71 71 72 72 71 67 69 67 66 67)
NLB074764_01,1,0,(67 67 69 71 69 71 67 69 71 74 74 74 74 72 71 67 67 71 69 72 71 71 72 74 76 76 74 67 67 71 74 72 71 69)
NLB074766_01,1,0,(62 62 67 67 71 69 69 67 67 66 66 64 64 62 64 64 64 64 66 69 69 67 67 62 67 71 69 67 67 66 64 62 64 64 64 64 66 69 69 67 67 72 72 72 71 71 71 69 69 69 69 69 69 69 67 71 67)
NLB074767_01,1,0,(62 67 67 67 67 69 71 67 67 69 67 66 64 62 62 69 69 69 71 64 64 72 72 71 71 69 69 67 67 67 67 67 64 64 64 64 67 67 67 67 62 62 62 62 62 67 67 69 69 71 71 72 72 71 71 69 69 67)
NLB074768_01,1,0,(62 67 67 62 62 64 64 62 67 69 71 69 62 67 67 62 62 64 64 62 67 69 71 69 66 69 69 69 69 69 69 69 69 69 67 66 66 64 62 62 69 74 71 71 72 72 69 69 71 69 67 62 69 74 71 71 69 69 69 69 67)
NLB074769_01,1,0,(74 74 76 74 74 76 74 74 76 74 74 67 71 76 76 74 72 71 74 74 74 79 79 81 81 83 81 79 79 78 76 74 83 81 76 78 79)
NLB074769_02,1,0,(74 74 74 74 74 73 74 76 74 74 76 74 74 67 69 71 76 76 76 74 72 71 74 74 79 79 79 81 81 83 79 78 76 74 74 83 81 76 78 79)
NLB074769_03,1,0,(74 74 74 74 74 76 74 74 76 74 74 67 67 71 76 76 76 74 72 71 74 74 74 74 79 79 81 81 83 79 78 76 74 74 83 81 76 78 74)
NLB074773_01,1,0,(67 69 71 71 71 71 67 69 71 71 71 67 69 71 69 67 66 64 62 62 62 64 64 64 64 67 66 64 64 62 62 62 62 62 62 67 69 71 74 69 67)
NLB074800_01,1,0,(62 67 67 67 69 71 69 67 66 69 62 71 69 67 66 64 69 62 71 72 74 76 72 71 69 67 71 74 71 71 69 69 67 67 66 64 69 62 71 72 74 76 72 71 69 67 71 74 71 71 69 69 69 71 72 71 69 67 71 69 67 71 72 74 76 72 71 69 67 71 74 71 71 69 69 69 71 72 71 69 67 71 69 67)
NLB074800_02,1,0,(71 69 69 67 67 66 64 69 62 71 72 71 72 74 76 72 71 71 67 71 74 71 69 69 71 72 71 69 67 67 71 69 67 71 72 71 72 74 76 72 71 71 67 71 74 71 69 69 71 72 71 69 67 67 71 69 67)
NLB074801_01,1,0,(62 71 71 69 67 67 66 66 69 64 66 64 62 62 62 71 71 71 71 74 72 72 71 69 67)
NLB074804_01,1,0,(74 72 71 67 79 76 74 71 76 74 72 69 74 72 71 74 72 71 67 79 76 74 74 74 76 78 69 71 73 74 74 74 74 74 76 74 79 79 79 78 76 78 79 76 78 74 79 83 81 79 74 78 76 71 72 74 76 74 72 71 71 72 74 74 76 78 79)
NLB074807_01,1,0,(62 67 67 67 67 69 69 69 69 62 66 67 69 69 67 69 71 71 71 69 62 62 71 71 71 74 72 71 69 69 71 71 69 67 66 67 69 69 69 66 62 64 64 64 64 62 72 71 69 67)
NLB074810_01,1,0,(62 67 67 66 66 64 64 62 67 66 69 74 74 72 71 67 69 71 71 71 74 74 72 69 74 74 76 78 76 76 74 71 74 74 72 64 66 67)
NLB074812_01,1,0,(67 67 71 71 74 74 72 71 71 69 69 69 69 74 71 71 72 74 67 67 71 71 74 74 72 71 69 71 72 74 71 76 74 71 72 74 71)
NLB074815_01,1,0,(74 74 67 69 71 72 74 76 74 74 74 71 74 76 74 69 74 74 76 76 76 76 74 79 79 78 76 74 76 74 72 71 74 74 76 76 76 76 74 79 79 79 78 76 74 76 74 69 67)
NLB074815_02,1,0,(67 69 76 74 71 69 62 71 74 74 71 74 76 74 69 74 74 76 76 76 76 74 71 67 72 74 76 76 74 72 71 74 74 76 76 76 76 74 79 79 78 76 74 76 74 69 67)
NLB074815_03,1,0,(67 69 71 76 74 71 69 62 74 74 71 74 76 74 69 74 74 74 74 76 76 76 76 74 71 67 74 76 76 74 72 71 74 74 74 76 76 76 76 74 79 79 78 76 74 76 74 69 67)
NLB074816_01,1,0,(62 67 67 67 71 74 74 72 71 69 69 69 67 69 69 69 69 71 72 72 72 71 69 69 71 71 71 72 74 71 71 71 71 72 71 69 67 64 62 71 71 71 71 71 72 74 74 74 74 74 72 71 72 74 74 74 74 72 71 69 67)
NLB074819_01,1,0,(67 71 74 76 74 74 76 74 69 67 74 74 76 74 78 79 78 76 74 76 78 79 78 76 74 72 71 69 71 72 74 79 78 76 74 72 71 69 67 74 74 76 74 76 74 76 74 74 79 78 76 74 76 74 69 66 67)
NLB074820_01,1,0,(67 71 74 76 74 74 71 67 74 74 76 78 79 78 76 74 79 74 71 71 71 71 71 74 74 74 74 79 74 71 71 71 71 69 69 69)
NLB074820_02,1,0,(74 67 67 67 67 69 69 71 71 71 71 74 74 74 74 74 79 74 71 71 71 71 69 69 69 74 74 74 72 74 71 71 71 76 74 72 74 71 74 79 74 71 69 76 76 76 74 72 74 67 62 62 67 67 67 71 71 74 74 74 74 74 76 76 76 74 74 74 72 72 72 72 72 71 71 71 71 71 74 73 74 67)
NLB074821_01,1,0,(71 69 67 71 74 74 76 74 69 74 67 69 71 74 74 76 78 79 74 71 72 74 79 78 76 74 76 76 74 69 76 76 78 79 74 76 74 71 71 72 74 79 78 76 74 76 76 74 69 76 76 78 79 74 76 74 67)
NLB074825_01,1,0,(71 71 69 74 76 74 72 71 71 72 74 74 74 76 76 74 76 76 76 76 76 74 76 74 72 71 74 74 74 76 69 71 76 74 71 76 79 79 76 76 74 76 74 72 71 74 79 78 76 69 71 76 74 67)
NLB074826_01,1,0,(67 67 67 67 71 76 74 74 74 71 67 74 74 69 69 71 73 74 67 67 67 67 71 76 74 74 71 67 74 74 74 69 69 71 73 74 74 79 79 78 76 74 76 74 76 76 76 74 74 72 71 69 67)
NLB074827_01,1,0,(79 76 78 81 79 78 76 74 74 79 78 76 74 76 74 69 71 72 74 79 78 76 74 76 74 71 67 74 74 76 74 72 71 76 76 74 79 78 76 74 76 74 69 69 67)
NLB074827_02,1,0,(67 71 74 74 76 74 72 71 69 67 79 78 76 78 81 79 78 76 74 76 78 79 78 76 74 76 74 69 71 72 74 79 78 76 74 76 74 71 67 74 74 76 74 72 71 76 76 74 79 78 76 74 76 74 69 69 67)
NLB074835_01,1,0,(71 72 74 72 71 69 69 69 71 71 72 74 76 76 74 74 72 71 72 71 69 67 67 67 67 69 71 72 71 69 71 72 74 72 71 71 69 71 72 74 76 76 76 74 76 78 79 79 78 76 74 72 71 69 67)
NLB074840_01,1,0,(67 71 74 74 76 74 74 76 74 74 71 71 74 74 72 69 69 76 76 74 71 74 79 79 78 77 76 79 78 76 74 73 74 76 78 79)
NLB074840_02,1,0,(67 71 74 74 74 76 74 74 76 74 74 71 71 74 74 72 69 69 76 76 74 71 74 79 79 79 81 81 83 79 78 76 74 79 78 81 79)
NLB074841_01,1,0,(74 71 74 76 74 71 71 74 74 74 72 71 69 74 74 76 78 76 76 74 76 74 72 71 72 74 74 74 76 78 76 76 74 76 74 72 71 69 67)
NLB074842_01,1,0,(67 67 67 67 67 67 67 71 74 71 67 74 71 69 72 72 71 71 69 62 62 67 67 67 67 67 67 71 74 71 71 74 71 69 67 66 69 62 74 74 76 78 76 76 74 76 74 72 71 71 74 72 69 67)
NLB074847_01,1,0,(67 71 74 74 72 71 69 69 67 67 69 71 74 72 71 71 69 69 69 69 71 72 76 74 72 71 74 74 67 67 69 74 72 71 69 67)
NLB074847_02,1,0,(67 67 67 62 71 72 71 69 69 69 67 69 71 74 72 71 69 69 71 72 76 76 74 72 71 74 74 67 67 69 74 72 71 69 67)
NLB074847_03,1,0,(67 67 67 62 71 71 72 72 71 69 69 69 67 69 71 74 72 71 71 69 69 71 72 76 74 72 71 74 74 67 67 69 69 74 72 71 69 67)
NLB074852_01,1,0,(74 67 71 74 76 74 76 74 74 76 74 72 71 74 72 71 69 67 71 72 71 69 67 67 79 78 76 74 74 76 78 79 78 76 74 76 78 76 74 73 74 74 76 78 79 78 76 74 74 79 78 76 74 71 69 76 74 72 71 69 71 72 71 69 67 67 67 69 71 72 71 69)
NLB074854_01,1,0,(62 62 59 62 62 59 62 64 64 66 67 71 69 69 67 66 64 62 64 62 59)
NLB074857_01,1,0,(62 67 69 67 67 71 71 69 71 71 69 69 67 69 71 74 72 71 69 69 71 72 76 76 76 74 71 67 71 69 72 69 66 64 66 67 69 71 72 74 71 72 76 76 76 76 71 67 71 71 69 72 69 66 64 66 67)
