name,keysig,mode,melody
NLB072385_01,1,0,(64 66 67 71 67 62 67 71 69 71 67 64 71 71 69 67 67 66 67)
NLB072385_02,1,0,(71 72 74 72 71 71 69 67 71 74 71 69 64 69 71 69 67 64)
NLB072385_03,1,0,(71 74 72 71 71 67 69 71 74 71 69 69 64 64 69 71 69 67 64)
NLB072388_02,-2,9,(67 69 70 69 67 70 70 72 74 74 70 72 72 74 77 77 74 74 72 72 69 70 67 69 67 69 70 69 67 70 70 72 74 70 72 74 77 77 75 74 74 72 69 70 67)
NLB072389_01,1,0,(71 74 71 69 74 76 74 72 71 71 71 69 69 71 72 69 67 66 67 69 71 74 74 74 72 74 76 76 74 71 76 74 69 71 67)
NLB072390_01,1,0,(67 69 69 71 72 71 71 69 71 69 67 66 66 67 69 71 74 74 74 76 74 74 72 71 69 71 72 71 69 67 69 71 71 72 71 69 67)
NLB072392_01,1,0,(67 66 64 62 64 66 64 69 67 66 64 62 64 66 67 67 66 64 62 64 66 64 69 67 66 64 62 64 66 67 66 67 69 69 69 67 67 62 64 66 67 66 67 69 69 69 67 67 62 64 66 67)
NLB072393_01,1,0,(71 74 74 74 71 74 72 69 67 71 74 74 71 71 71 69 74 74 74 74 74 71 71 74 72 69 67 74 74 74 71 71 69 69 69 69 69 74 74 76 76 74 69 71 73 74 74 76 76 74 71 74 74 72 71 69 69 71 67 71 74 76 76 74 72 69 67)
NLB072395_01,1,0,(62 62 67 71 69 69 62 71 69 67 66 64 62 69 71 69 69 67 66 64 72 71 69 69 71 69 67)
NLB072396_04,1,0,(62 62 67 69 72 71 71 69 67 69 71 69 69 67 71 67 64 67 66 64 62 62 67 69 72 71 71 72 71 72 71 69 69 67 71 67 64 67 66 64)
NLB072397_01,0,0,(67 67 67 72 72 67 65 64 64 65 67 69 67 64 67 67 71 69 71 74 76 74 74 72 71 69 67 67 67 67 72 72 67 65 64 65 67 69 67 64 67 67 71 69 71 74 76 74 72 71 69 69 67)
NLB072398_03,1,0,(71 69 67 71 74 74 76 74 71 78 76 74 73 71 73 74 72 71 69 69 67 71 74 78 76 74 71 69 67 72 71 69 74 78 76 74 74 74 76 78 79 78 76 74 78 79 74 74 74 79 78 74 74 74 71 76 76 74 72 71)
NLB072399_01,1,0,(67 69 71 69 67 72 76 74 76 72 69 78 78 76 74 72 71 69 67 67 69 72 67 72 76 74 76 72 71 69 78 78 76 74 72 71 69 67)
NLB072400_04,1,0,(67 69 71 71 72 74 74 72 71 69 71 69 67 69 67 66 64 67 62 62 62 64 64 64 66 67 66 64 64 62 62 67 67 67 71 74 71 69 71 67)
NLB072401_01,1,0,(67 69 72 67 72 76 74 76 72 69 78 76 74 72 76 72 67 72 67 64 67 72 74 76 74 72 69 78 76 74 72 71 69 67)
NLB072404_01,1,0,(62 64 62 72 71 69 67 67 67 69 71 71 72 71 69 67 66 67 69 69 69 67 69 71 74 72 72 71 67 64 64 62)
NLB072409_01,1,0,(62 62 67 66 67 69 71 67 72 72 71 69 69 71 72 74 72 71 69 69 71 72 74 72 71 69 67 66 72 71 69 67)
NLB072412_01,1,0,(66 66 64 62 64 66 64 69 67 66 64 62 64 66 67 66 67 69 71 69 67 67 67 62 64 66 67)
NLB072413_01,1,0,(62 67 67 71 74 74 72 71 69 72 72 71 69 67 66 64 67 66 64 67 62 62 62 72 72 71 69 67 66 64 64 62 62 62 62 64 66 67 69 71 74 71 69 71 67)
NLB072415_01,1,0,(71 71 67 71 71 67 71 74 74 71 74 74 74 76 74 72 74 71 74 71 72 71 69 71 76 76 72 69 72 69 71 72 69 71 76 74 71 67 74 76 74 72 71 71 69 71 74 79 78 76 74 72 71 74 69 71 67)
NLB072416_01,1,0,(71 71 67 69 71 67 71 74 74 71 74 72 71 69 67 67 74 72 71 72 69 67)
NLB072416_02,1,0,(67 69 71 74 71 71 71 67 69 71 74 67 69 74 72 71 69 71 67 62 74 71 72 69 67)
NLB072417_01,1,0,(62 67 71 69 67 67 69 71 67 71 69 71 74 74 74 72 71 67 72 74 71 67 69 71 69 67 76 74 71 72 74 74 74 72 71 67 72 74 71 67 69 71 69 67)
NLB072417_02,1,0,(62 67 71 67 62 67 69 69 71 67 76 74 71 74 72 71 76 74 71 72 74 74 72 71 67 72 72 71 67 71 69 67)
NLB072418_01,1,0,(64 67 67 71 71 69 66 64 62 71 69 67 66 64 62 69 71 72 71 69 71 67 66 64 72 71 69 71 67)
NLB072419_01,1,0,(69 71 71 69 71 69 71 74 74 71 69 71 74 74 71 69 67 67 69 67 69 71 69 71 74 74 71 71 67 67 69 71 72 74 73 74 76 74 72 71 72 74 72 71 69 71 74 74 74 71 69 67 67 69 67 69 71 69 71 74 74 71 69 67 67 69 74 76 74 74 72 71 74 67 69 71 71 74 71 67 69 66 67)
NLB072419_02,1,0,(67 69 71 69 71 74 74 71 69 67 67 69 71 71 72 74 73 74 76 76 74 71 71 67 67 69 67 69 71 69 71 74 74 71 69 67 67 69 69 71 72 74 73 74 76 74 72 71 72 74 72 71 69 67 67 69 74 76 74 74 72 71 74 67 69 71 72 71 69 67)
NLB072420_01,1,0,(71 67 71 74 74 74 74 71 67 69 71 72 74 74 73 74 76 74 71 72 74 76 76 74 74 71 67 69 71 72 74 74 73 78 76 74 71 72 74 76 76 74 74 71 67 72 71 69 67 71 72 74 74 76 76 74 74 71 67 72 71 69 67)
NLB072425_01,1,0,(62 62 64 66 67 69 69 72 71 69 67 71 71 72 74 76 74 69 72 71 67 62 62 64 66 67 69 71 71 69 67 71 71 72 74 76 74 69 72 71 67)
NLB072438_01,1,0,(62 67 69 71 67 67 64 66 67 67 69 71 72 71 69 71 69 62 69 71 69 62 62 71 72 74 72 71 69 67 66 64 62 72 71 69 67 67 71 69 67)
NLB072441_01,1,0,(67 69 71 72 72 71 72 74 72 71 69 74 74 72 72 72 72 71 72 76 74 67 67 71 71 79 78 76 74 76 78 76 74 74 74 72 71 71 71 72 71 72 76 74 74 74 72 71 71 71 69 71 72 69 67)
NLB072446_01,1,0,(74 69 69 67 69 71 69 71 72 74 76 74 72 71 74 69 69 67 69 71 69 71 72 74 76 74 72 71 74 78 76 74 76 78 76 74 69 69 67 74 78 76 74 76 78 76 74 69 69 67)
NLB072450_01,1,0,(74 74 71 72 76 74 72 71 74 76 74 69 74 74 76 74 71 69 67 71 71 71 69 79 78 76 74 74 72 71 71 69 72 69 67 69 71 74 76 81 79 78 76 76 74 69 67)
NLB072452_01,1,0,(74 69 69 67 69 71 69 71 72 74 76 74 72 71 74 69 69 67 69 71 69 71 72 74 76 74 72 71 74 78 76 74 76 78 76 74 69 69 67 74 78 76 74 76 78 76 74 69 69 67)
NLB072453_01,1,0,(74 74 74 74 72 71 72 74 74 76 78 76 72 72 71 72 74 67 71 74 74 76 78 76 74 74 74 76 76 74 76 78 79 81 79 78 79 81 78 74 74 74 83 81 79 78 78 76 74 76 74 74 74 72 71 72 74 72 71 69 71 79 79 78 76 74 71 72 74 76 74 81 79 79 78 76 74 71 72 74 76 74 71 67)
NLB072455_01,1,0,(74 74 67 76 74 72 71 69 71 67 69 71 74 76 76 74 71 74 79 76 74 76 72 71 69 76 76 78 79 76 74 69 71 71 74 79 76 74 76 72 71 69 76 76 78 79 76 74 69 67)
NLB072457_01,1,0,(62 72 71 69 67 67 67 67 69 71 69 62 72 71 69 67 67 67 67 69 71 69 71 69 67 71 69 67 76 74 72 71 69 67 69 71 72 71 69 67)
NLB072464_01,1,0,(67 69 71 71 71 71 74 74 72 71 72 71 69 69 69 69 71 69 67 71 74 74 74 76 74 74 76 74 71 72 74 74 74 76 74 72 71 69 67)
NLB072465_01,1,0,(67 69 71 71 72 74 76 74 74 76 74 72 74 72 71 67 69 71 71 72 74 76 74 74 76 74 72 74 72 71 74 67 67 67 69 71 71 69 71 72 74 72 71 72 74 76 74 74 76 79 78 79 74 74 74 76 74 76 72 71 69 71 74 76 79 78 79 74 74 74 76 74 76 72 71 69 67)
NLB072466_01,1,0,(67 67 71 74 76 74 71 74 74 72 71 67 67 71 74 76 74 71 74 74 72 71 74 76 76 76 78 78 74 76 74 71 74 74 72 71 67 67 69 71 74 76 74 72 71 69 67 67 67 69 71 74 76 74 72 71 69 67)
NLB072469_01,1,0,(67 67 71 74 76 74 74 71 74 74 72 71 62 62 67 71 74 76 74 74 71 76 74 72 71 74 76 76 76 72 76 74 76 76 76 74 72 74 72 71 69 67 67 71 74 76 74 72 71 69 67 69 67 67 71 74 76 74 72 71 69 67)
NLB072482_01,1,0,(74 71 74 79 78 76 76 74 74 76 76 74 72 71 72 74 74 74 72 71 67 71 74 79 79 81 81 83 79 79 78 76 74 79 71 74 72 69 67)
NLB072488_01,1,0,(72 71 69 67 71 74 72 71 71 69 72 71 69 67 71 74 72 71 71 69 74 74 74 74 74 74 76 74 72 71 69 67 71 71 69 67 66 64 62 71 71 69 67 66 64 62 71 74 74 74 74 74 74 76 74 72 71 69 67 71 71 69 67 66 66 67)
NLB072489_01,1,0,(62 62 67 66 64 64 69 69 69 69 74 69 69 69 71 62 62 62 62 67 62 64 64 64 69 69 69 71 72 74 72 71 69 67 76 76 74 71 71 69 67 64 69 69 69 74 74 74 72 71 76 76 74 71 71 69 67 64 69 74 74 74 72 71 69 67)
NLB072491_01,1,0,(67 69 71 74 69 67 67 71 71 69 62 67 69 71 72 72 69 69 71 76 74 74 74 74 74 76 76 76 76 76 76 76 76 74 74 74 72 72 71 71 69 74 71 74 72 72 71 71 69 74 67)
NLB072495_01,1,0,(74 71 69 67 71 74 72 71 71 69 72 71 69 67 71 74 76 74 74 74 74 74 74 74 74 74 74 76 74 72 71 69 67 71 71 69 67 66 64 62 71 71 69 67 66 64 62 74 74 74 74 74 74 74 76 74 72 71 69 67 71 71 69 67 66 69 67)
NLB072497_01,1,0,(74 74 74 74 74 76 76 74 79 78 78 76 76 74 74 74 74 74 74 76 76 74 79 78 78 76 76 74 74 81 81 81 83 81 74 74 79 78 79 81 83 83 83 81 80 81 83 81 74 76 78 78 76 76 74 71 72 74 74 76 74 79 81 83 81 79 79 78 76 78 76 74 79 81 83 81 79)
NLB072498_01,1,0,(67 69 71 71 71 71 74 74 72 71 71 71 69 69 69 69 71 69 67 71 74 74 74 74 74 74 74 76 74 71 72 74 74 74 74 74 74 72 71 69 67)
NLB072499_01,1,0,(67 67 71 74 79 74 74 72 69 71 71 67 67 71 74 79 74 74 74 72 69 71 71 74 76 76 74 76 76 74 76 78 81 79 79 79 78 76 74 79 71 74 72 69 67)
NLB072500_01,1,0,(74 74 74 71 71 71 69 69 67 71 74 76 74 69 69 69 69 71 72 72 72 72 72 76 74 72 72 71 74 74 74 71 71 71 69 71 72 74 76 76 74 74 76 76 76 74 67 71 74 76 74 74 76 74 71 74 76 76 76 74 67 71 74 76 74 69 72 71 67)
NLB072501_01,1,0,(62 67 69 71 74 74 74 71 69 71 67 66 69 69 66 64 69 69 69 71 72 71 69 69 69 71 72 71 72 71 72 71 69 76 74 72 71 69 67 74 74 76 74 72 71 74 74 76 74 72 71 69 71 72 66 67)
NLB072505_01,1,0,(62 62 62 62 67 66 64 64 62 62 64 64 62 59 60 59 60 62 62 62 60 59 55 55 59 62 67 67 69 69 71 67 67 67 66 64 62 67 62 62 60 57 55)
NLB072508_01,1,0,(74 74 74 74 74 74 74 74 74 74 74 72 71 69 67 74 74 74 74 74 74 74 74 74 74 72 72 71 69 67 74 74 74 74 74 74 72 71 74 74 74 74 74 74 72 71 71 72 74 76 74 72 71 69 67 71 74 74 72 69 67)
NLB072513_01,1,0,(62 67 71 74 76 74 74 71 74 76 74 71 62 67 71 74 76 74 74 71 74 76 74 71 76 72 72 72 79 78 79 74 76 76 74 72 76 74 72 71 69 67 71 74 76 74 72 71 69 67 69 71 72 74 79 76 74 72 71 69 67)
NLB072513_02,1,0,(62 67 71 74 76 74 72 71 72 76 74 71 62 67 71 74 76 74 74 71 74 76 74 72 71 76 72 72 72 79 78 79 74 76 72 74 76 74 72 71 69 67 71 74 76 74 72 71 69 67 69 71 72 74 79 76 74 72 71 69 67)
NLB072519_01,1,0,(67 69 71 69 67 74 74 72 71 69 67 69 71 69 67 69 71 69 67 74 74 72 71 69 67 72 71 69 71 72 74 76 74 76 74 74 72 71 72 74 72 71 69 71 74 74 72 71 69 67 72 71 69 67 69 74 72 71 69 67 72 72 72 72 71 69 67)
NLB072521_01,1,0,(74 67 71 74 71 74 74 74 74 76 74 69 74 67 71 74 71 74 74 74 76 74 71 76 76 76 78 79 78 74 74 74 74 74 76 74 71 69 67 71 74 77 76 74 72 71 69 71 67 71 74 77 76 74 72 71 67)
NLB072525_01,1,0,(62 62 67 71 67 62 67 69 71 69 67 71 71 72 72 72 71 69 71 69 69 71 72 72 72 72 72 72 72 71 69 67 71 71 71 69 71 72 71 69 67 69 71 67 71 74 79 74 72 71 69 67)
NLB072546_01,1,0,(62 67 71 74 76 78 76 74 78 74 72 71 69 71 72 74 78 76 78 76 74 78 74 72 71 76 76 74 76 79 78 79 74 76 76 74 78 74 72 71 69 71 72 74 78 76 74 72 71 69 67 69 71 72 74 78 76 74 72 71 69 67)
NLB072548_01,1,0,(62 67 71 76 74 71 71 71 71 74 72 71 69 69 69 69 69 71 72 74 76 74 76 74 72 71 72 74 74 74 74 76 78 79 78 76 74 76 74 72 71 69 67)
NLB072553_01,1,0,(72 71 69 67 66 67 72 71 69 71 72 71 74 74 71 74 74 72 71 69 71 72 74 72 71 76 74 69 76 74 74 67)
NLB072554_01,1,0,(62 67 67 67 69 69 71 67 67 71 71 71 67 67 71 69 69 69 62 62 67 67 69 69 71 74 72 71 69 67)
NLB072555_01,1,0,(71 74 74 76 74 71 72 74 74 76 74 74 76 78 79 76 76 74 74 74 72 72 72 71 69 72 76 74 71 71 69 74 78 76 76 74 76 78 79 78 76 76 74 79 74 74 72 74 76 74 72 71 76 74 72 71 69 71 72 71 69 67 71 72 74 74 76 76 72 74 76 74 72 71 69 71 71 72 71 69 67 67 67 72 74 76 76 72 74 76 74 71 72 74 76 76 72 76 74 71 69 71 72 71 71 69 67)
NLB072558_01,1,0,(74 74 78 76 74 76 74 69 69 71 72 71 69 67 72 71 69 74 74 78 76 74 76 74 69 71 71 72 71 69 67 72 71 69 74 76 74 74 76 74 67 74 76 74 78 78 76 74 67 69 71 72 71 69 74 74 79 78 78 76 74 76 79 78 76 74 69 71 73 74 74 76 78 76 74 69 71 73 74)
NLB072559_01,1,0,(62 67 71 67 67 66 64 66 71 69 72 71 69 62 62 62 67 71 71 71 67 69 66 67 69 69 71 74 74 71 71 67 69 72 71 69 66 67 62 62 67 71 71 71 67 69 66 67 69 69 71 74 74 71 71 67 69 72 71 69 66 67)
NLB072560_01,1,0,(71 71 69 67 71 74 74 76 76 74 72 71 69 69 69 69 71 72 71 72 74 76 74 72 71 71 69 67 67 67 62 62 72 72 71 72 74 74 76 74 67)
NLB072561_01,-2,9,(72 74 72 74 70 69 67 69 70 72 74 72 74 72 74 76 77 74 77 72 67 69 70 74 72 74 74 75 77 74 77 72 74 74 70 69 67 70 69 67 69 70 72 74 69 70 72 74 76 74 72 70 69 70 67)
NLB072563_01,1,0,(62 62 67 71 71 67 67 67 69 71 72 69 66 67 71 71 74 74 74 76 74 72 72 72 74 72 71 69 71 72 74 74 76 74 69 69 69 69 69 72 72 72 71 69 67 74 74 72 72 69 69 67)
NLB072564_01,1,0,(67 71 69 67 69 71 69 71 76 76 74 72 71 76 74 72 69 67 69 71 69 71 76 76 76 74 72 71 74 78 76 76 74 76 74 72 74 69 71 72 71 74 78 76 76 74 76 74 72 74 69 71 69 67)
NLB072565_01,1,0,(67 69 71 76 74 71 69 62 67 69 71 76 74 71 69 69 71 72 74 76 74 71 69 67 67 71 76 74 72 69 71 67)
NLB072567_01,1,0,(62 64 66 67 62 64 62 62 64 62 62 67 59 60 62 64 64 62 60 59 62 64 66 67 67 69 69 71 74 72 71 69 67 71 71 69 64 66 67)
NLB072568_01,1,0,(71 74 71 72 69 67 67 67 67 67 72 71 72 74 76 74 74 72 74 76 74 71 71 71 76 74 71 69 71 72 71 69 67)
NLB072570_01,1,0,(62 62 67 67 66 67 69 69 64 69 67 66 62 64 66 67 62 62 67 67 66 67 69 64 69 69 67 66 62 62 62 62 64 66 67 74 74 74 72 69 69 74 72 71 67 67 67 66 62 64 66 67 74 74 74 74 72 69 69 74 72 71 67 67 67 66 62 64 66 67)
NLB072576_01,1,0,(67 69 71 71 69 67 74 74 76 76 76 76 74 74 74 79 78 78 76 78 78 76 74 74 74 79 79 79 74 74 74 76 74 74 74 71 67 69 71 76 76 76 74 71 67 69 67)
NLB072578_01,1,0,(62 67 64 62 67 66 64 62 64 67 67 66 67 69 69 67 66 64 62 60 60 59 60 62 62 62 64 66 67 62 67 69 71 71 71 69 66 67)
NLB072579_01,1,0,(71 74 72 71 74 72 71 74 69 69 74 74 74 74 69 69 71 67 67 76 76 76 79 78 76 74 71 74 74 72 71 72 71 69 67)
NLB072581_01,1,0,(71 69 71 72 74 72 71 71 74 79 78 76 78 76 74 76 79 78 76 74 74 74 72 71 74 74 74 76 69 71 72 74 71)
NLB072582_01,1,0,(67 62 67 62 67 69 71 67 67 71 69 67 66 64 66 62 62 62 72 72 72 72 72 72 72 74 71 71 67 67 67 71 71 72 69 69 69 69 69 71 69 67 67 67 67 67 67 66 64 66 67)
NLB072583_01,1,0,(62 62 67 67 66 67 69 64 62 67 67 62 60 59 60 62 57 57 59 60 62 62 62 69 67 66 67 66 67 69 67 66 67 62 62 64 66 67 71 67 66 64 62 67 71 69 67 67 66 64 62 71 71 71 71 69 67 66 64 69 69 69 71 69 62 64 66 67 62 67 71 69 67 71 71 71 71 69 67 66 64 69 69 69 71 69 62 64 66 67 62 67 71 69 67)
NLB072585_01,1,0,(74 71 67 67 67 69 67 69 71 71 74 71 67 67 67 69 67 69 71 71 71 71 72 74 74 72 71 72 74 76 76 76 76 78 76 74 74 72 76 74 72 71)
NLB072587_01,1,0,(71 71 71 69 67 62 67 69 71 71 71 71 71 69 67 62 67 69 71 71 71 71 71 69 67 71 74 74 72 71 71 69 69 71 72 71 69 67 71 66 66 69 69 67)
NLB072587_02,1,0,(62 67 69 69 67 62 67 69 71 71 71 71 71 69 67 62 67 69 71 71 71 71 71 69 67 71 74 72 71 71 69 69 72 71 71 69 67 67 69 71 66 66 69 69 67)
NLB072588_01,1,0,(71 69 67 67 67 69 69 71 71 76 76 74 72 69 69 71 74 79 78 76 72 72 76 74 67 69 71 72 71 69 67)
NLB072596_01,1,0,(62 67 71 74 74 76 74 71 69 71 67 69 71 69 67 66 64 62 71 72 74 76 76 74 72 76 74 71 74 71 69 72 71 69 67 76 74 71 71 74 71 69 72 71 69 67)
NLB072597_01,1,0,(69 69 69 71 69 67 69 71 74 69 69 71 69 71 69 67 69 71 74 69 76 76 74 74 72 71 71 71 69 74 74 72 71 72 71 69 67 71 67 62 67 66 64 66 67 64 62 72 71 69 67)
NLB072600_01,1,0,(74 74 74 74 71 74 79 78 76 76 74 72 71 69 74 76 72 71 69 76 74 71 76 74 71 67 69 76 74 71 69 74 67 79 78 76 74 71 69 74 67)
NLB072601_01,1,0,(74 74 72 71 74 76 74 72 71 69 67 71 71 71 69 74 76 76 74 72 71 71 72 74 76 76 76 78 79 78 76 74 74 78 76 74 71 71 76 74 69 71 67)
NLB072602_01,1,0,(74 74 74 74 74 74 74 74 76 76 74 79 79 79 79 78 76 76 74 74 79 78 76 76 74 74 74 74 76 74 72 71 74 67 67)
NLB072603_01,1,0,(74 72 74 71 69 67 69 71 72 74 74 74 74 76 78 74 76 74 72 72 72 72 74 72 74 71 69 67 71 69 67 71 69 67 72 74 72 74 71 69 71 67 71 69 67)
NLB072603_02,1,0,(72 72 74 72 74 74 76 78 74 76 74 72 72 74 72 74 71 69 67 69 71 71 67)
NLB072603_03,1,0,(72 72 74 72 74 74 76 78 74 76 74 72 72 72 74 72 74 71 69 67 67 69 71 69 67 72 72 72 74 76 78 74 76 78 74 72 69)
NLB072603_04,1,0,(72 72 74 72 74 74 74 74 74 76 74 76 74 72 72 74 72 74 71 69 67 67 69 69 71 67 72 72 74 72 74 74 76 78 74 76 74 72 72 74 72 74 71 69 71 67 71 69 67)
NLB072603_05,1,0,(72 72 72 74 72 74 74 76 78 74 76 74 72 72 72 72 74 72 74 71 69 71 67 72 74 72 74 74 76 78 74 76 74 72 72 72 74 72 74 71 69 67 69 71 71 67 72 72 74 72 74 71 69 67 72 72 72 72 74 72 74 74 76 78 74 72 69 72 74 72 74 71 69 67 69 71 71 67 72 72 74 72 74 71 69 71 67 71 69 67)
NLB072606_01,1,0,(69 66 69 69 69 69 69 69 78 78 79 78 81 79 78 76 74 76 76 74 72 72 74 72 71 71 71 71 71 69 72 69 67)
NLB072607_01,1,0,(74 71 74 79 78 76 74 76 74 76 74 76 74 74 72 71 69 76 76 74 72 71 69 67 71 74 76 74 71 69 67)
NLB072610_01,1,0,(74 74 74 74 74 74 74 76 74 74 71 74 74 74 74 74 74 74 76 74 74 72 71 72 69 71 72 67 67 67 67 67 67 67 71 74 74 74 74 67)
NLB072614_01,1,0,(62 62 67 71 71 69 67 66 67 69 71 69 67 69 71 74 74 72 71 71 69 69 71 72 72 72 74 72 71 69 67 74 74 67 67 69 71 72 72 71 69 67)
NLB072615_01,1,0,(62 67 67 67 69 71 67 69 72 71 69 67 71 69 69 69 71 69 67 69 72 71 69 67 67 69 71 71 76 76 74 69 71 74 74 74 67 71 69 67 66 64 62 62 62 64 62 72 71 69 67)
NLB072615_02,1,0,(69 69 69 71 69 67 67 66 67 62 71 69 69 69 69 67 69 71 71 67 67 69 71 71 76 76 74 69 71 74 74 74 67 71 71 69 67 66 64 62 62 62 64 64 62 62 72 71 69 67)
NLB072617_01,1,0,(67 67 74 74 76 74 76 74 74 67 69 71 69 67 69 71 67 67 74 74 74 74 76 74 69 69 74 73 71 73 74 74 76 74 69 72 72 71 67 71 71 72 74 74 71 69 67 67 67 67 79 79 78 76 74 79 71 71 72 74 74 74 76 74 71 72 69 67)
NLB072619_01,1,0,(67 67 71 74 74 72 71 69 71 67 69 71 69 71 72 74 76 74 71 71 74 79 78 76 74 76 72 71 69 76 76 78 79 74 71 69 67 62 62 67 71 76 74 72 71 69 71 67 69 71 69 71 72 74 76 74 71 72 74 79 78 76 74 76 72 71 69 76 76 76 78 79 74 71 69 67)
NLB072619_02,1,0,(62 62 67 71 76 74 72 71 69 71 67 69 71 69 71 72 74 76 74 71 72 74 79 78 76 74 76 72 71 69 76 76 76 78 79 74 71 69 67)
NLB072624_01,1,0,(74 79 74 72 71 69 78 81 81 79 74 72 71 74 74 78 83 81 79 76 76 74 78 81 83 79 74 79 79 79 78 76 74 78 78 78 78 76 78 79 78 76 76 74 74 74 79 74 72 71 69 78 81 78 74 72 71 74 79 83 81 79 76 76 74 78 81 83 79)
NLB072625_01,1,0,(71 69 67 62 71 71 69 67 71 72 74 71 69 71 72 71 67 67 62 67 62 67 67 69 71 71 72 74 74 72 71 69 67)
NLB072627_01,1,0,(71 71 71 71 71 71 74 74 76 74 74 74 72 71 69 67 66 69 69 71 72 72 72 71 71 69 69 67 62 67 67 67 69 72 71 69 67 64 62 67 67 67 67 69 71 69 67 71 71 71 71 71 71 74 74 76 74 74 72 71 69 67 66 69 69 71 72 72 72 72 71 71 69 69 67)
NLB072628_01,1,0,(62 62 62 67 67 67 67 71 69 67 67 66 67 69 69 74 74 71 74 74 74 74 71 67 69 66 62 74 74 74 74 74 71 71 67 67 69 66 62 62 62 62 67 67 69 76 74 67 67 67 69 72 72 71 69 67)
NLB072629_01,1,0,(71 71 71 71 71 69 67 69 71 74 72 69 71 71 69 69 69 71 69 71 72 72 74 71 74 74 78 76 72 72 72 71 69 67 69 71 74 69 67 74 74 78 76 72 72 72 71 69 67 69 71 74 69 67)
NLB072629_02,1,0,(62 67 67 67 69 67 69 71 74 74 71 69 71 69 71 69 71 69 71 72 74 74 72 71 74 74 78 76 71 71 71 71 69 67 74 78 76 71 71 71 71 69 67)
NLB072630_01,1,0,(71 71 67 69 71 71 67 71 71 71 74 74 72 72 71 69 69 69 69 74 74 73 73 74 74 66 67 69 69 66 69 62)
NLB072631_01,1,0,(62 67 67 67 67 67 69 62 62 62 67 69 69 69 67 69 71 62 71 71 71 72 71 71 69 69 71 69 67 67 69 69 71 62 62 71 71 72 71 71 69 69 71 69 67 67 69 69 71 62 71 71 72 71 71 69 69 62 69 69 71 69 69 67 67 62 62 62 67 67 67 66 67 74 71 71 71 72 72 72 72 71 67 67 67 67 67 69 69 66 64 66 67)
NLB072634_01,1,0,(69 69 71 69 71 67 62 69 69 71 69 71 67 67 67 67 66 69 76 76 74 69 71 74 74 74 72 71 71 69 67 71 69 62 62 74 74 74 72 71 71 69 67 71 69 62 62 74 74 74 72 71 72 74 76 76 79 76 74 76 74 74 72 69 67)
NLB072638_01,1,0,(67 67 69 71 71 71 71 69 71 72 69 69 69 71 72 76 76 76 74 72 71 74 74 67 71 74 74 74 72 72 72 71 74 79 78 76 74 74 74 78 76 72 69 67)
NLB072644_01,1,0,(74 67 69 71 72 74 74 74 76 76 79 76 74 71 72 72 72 72 71 71 71 71 69 69 67)
NLB072647_01,1,0,(62 62 67 71 67 67 66 67 69 71 69 67 69 71 74 74 72 71 71 69 69 71 72 72 72 74 72 71 69 67 71 74 67 67 69 71 69 66 64 66 67 69 71 72 72 72 74 72 71 69 67 71 74 67 67 69 71 69 66 64 66 67)
NLB072650_03,1,0,(71 72 74 74 76 74 73 74 74 69 69 71 76 74 72 71 71 67 74 74 74 74 79 74 78 78 76 76 74 74 74 72 71 69 67 67 67)
NLB072654_01,1,0,(74 74 74 74 74 71 74 74 74 76 76 76 74 72 71 71 69 67 74 74 74 76 76 76 74 74 74 76 74 76 78 79 79 83 83 83 81 78 74 74 74 83 83 79 78 76 74 76 74 74 74 76 74 72 74 72 72 69 71 79 78 76 74 74 76 76 76 74 83 79 79 78 76 74 71 72 72 76 74 71 67)
NLB072664_01,1,0,(62 62 64 66 67 66 64 64 62 62 64 62 62 67 59 60 62 64 62 60 64 60 59 62 64 66 67 67 59 57 59 60 59 62 60 59 69 67 66 67 62 64 66 67)
NLB072665_01,1,0,(62 66 67 76 74 72 71 69 66 64 62 64 66 67 76 76 74 72 71 69 69 71 72 72 76 76 74 71 74 74 76 74 72 72 71 74 71 69 66 67)
NLB072666_01,1,0,(74 76 76 74 71 72 69 67 69 71 74 76 78 79 74 72 71 74 72 71 69 74 76 78 81 79 78 76 74 83 79 79 78 76 74 76 74 72 71 69 74 67)
NLB072667_01,1,0,(67 67 67 67 67 67 67 67 67 67 67 67 67 67 67 67 67 67 67 74 74 74 74 74 79 74 74 74 76 76 76 76 79 76 74 71 71 71 69 69 71 76 74 71 69)
NLB072667_02,1,0,(67 67 67 67 67 67 67 67 67 67 67 67 67 74 74 74 74 74 67 69 71 72 71 69 74 74 74 74 74 67 69 71 72 71 69 74 74 74 67 67 69 71 72 72 72 71 69 69 69 67 71 74 71 69 67)
NLB072667_03,1,0,(62 67 71 71 69 67 66 64 62 67 67 67 67 67 67 67 67 67 67 67 67 67 67 67 67 67 67 67 74 74 74 74 67 69 71 72 72 71 71 69 69 69 67 67 67 71 74 71 69 67)
NLB072669_01,1,0,(71 71 67 71 74 74 71 69 71 67 69 71 71 71 74 74 74 72 67 67 71 74 74 74 72 71 69 67 69 71 74 74 74 72 69 67)
NLB072671_01,1,0,(72 72 72 71 69 67 76 76 74 72 72 72 72 72 72 72 72 72 72 71 69 71 71 71 69 67 76 76 74 74 76 76 74 74 74 74 74 72 71 72 76 76 74 74 71 74 76 74 72 72 74 72 72 71 69 67 74 76 74 72 72 74 72 72 71 69 67)
