uid,event,ioi,period,pulses
5c6b3727ee93a6da-0,15,6,18,9
5c6b3727ee93a6da-0,16,2,18,9
5c6b3727ee93a6da-0,17,2,18,9
5c6b3727ee93a6da-0,18,2,18,9
5c6b3727ee93a6da-0,19,2,18,9
5c6b3727ee93a6da-0,20,2,18,9
5c6b3727ee93a6da-0,21,2,18,9
5c6b3727ee93a6da-0,22,2,18,9
5c6b3727ee93a6da-0,23,2,18,9
5c6b3727ee93a6da-0,24,2,18,9
5c6b3727ee93a6da-0,25,2,18,9
5c6b3727ee93a6da-0,26,2,18,9
5c6b3727ee93a6da-0,27,2,18,9
5c6b3727ee93a6da-0,28,2,18,9
7c84cfa0493d6460-0,0,2,20,10
7c84cfa0493d6460-0,1,4,20,10
7c84cfa0493d6460-0,2,4,20,10
7c84cfa0493d6460-0,3,10,20,10
7c84cfa0493d6460-0,4,2,20,10
7c84cfa0493d6460-0,5,2,20,10
7c84cfa0493d6460-0,6,2,20,10
7c84cfa0493d6460-0,7,4,20,10
7c84cfa0493d6460-0,8,10,20,10
7c84cfa0493d6460-0,9,2,20,10
7c84cfa0493d6460-0,10,2,20,10
7c84cfa0493d6460-0,11,2,20,10
7c84cfa0493d6460-0,12,3,20,10
7c84cfa0493d6460-0,13,1,20,10
7c84cfa0493d6460-0,14,2,20,10
7c84cfa0493d6460-0,15,2,20,10
7c84cfa0493d6460-0,16,2,20,10
7c84cfa0493d6460-0,17,3,20,10
7c84cfa0493d6460-0,18,1,20,10
7c84cfa0493d6460-0,19,2,20,10
7c84cfa0493d6460-0,20,2,20,10
7c84cfa0493d6460-0,21,2,20,10
7c84cfa0493d6460-0,22,10,20,10
7c84cfa0493d6460-0,23,20,20,10
7c84cfa0493d6460-0,24,4,20,10
7c84cfa0493d6460-0,25,2,20,10
7c84cfa0493d6460-0,26,2,20,10
7c84cfa0493d6460-0,27,2,20,10
7c84cfa0493d6460-0,28,2,20,10
cca7f4a5b3557d67-0,0,4,16,4
cca7f4a5b3557d67-0,1,4,16,4
cca7f4a5b3557d67-0,2,1,16,4
cca7f4a5b3557d67-0,3,1,16,4
cca7f4a5b3557d67-0,4,1,16,4
cca7f4a5b3557d67-0,5,1,16,4
cca7f4a5b3557d67-0,6,4,16,4
cca7f4a5b3557d67-0,7,3,16,4
cca7f4a5b3557d67-0,8,1,16,4
cca7f4a5b3557d67-0,9,2,16,4
cca7f4a5b3557d67-0,10,2,16,4
cca7f4a5b3557d67-0,11,1,16,4
cca7f4a5b3557d67-0,12,1,16,4
cca7f4a5b3557d67-0,13,1,16,4
cca7f4a5b3557d67-0,14,1,16,4
cca7f4a5b3557d67-0,15,6,16,4
cca7f4a5b3557d67-0,16,4,16,4
cca7f4a5b3557d67-0,17,1,16,4
cca7f4a5b3557d67-0,18,1,16,4
cca7f4a5b3557d67-0,19,3,16,4
cca7f4a5b3557d67-0,20,1,16,4
cca7f4a5b3557d67-0,21,4,16,4
cca7f4a5b3557d67-0,22,2,16,4
cca7f4a5b3557d67-0,23,2,16,4
cca7f4a5b3557d67-0,24,1,16,4
cca7f4a5b3557d67-0,25,1,16,4
cca7f4a5b3557d67-0,26,1,16,4
cca7f4a5b3557d67-0,27,1,16,4
cca7f4a5b3557d67-0,28,12,16,4
48795b6f9b37a413-0,0,4,20,10
48795b6f9b37a413-0,1,2,20,10
48795b6f9b37a413-0,2,2,20,10
48795b6f9b37a413-0,3,2,20,10
48795b6f9b37a413-0,4,2,20,10
48795b6f9b37a413-0,5,2,20,10
48795b6f9b37a413-0,6,2,20,10
48795b6f9b37a413-0,7,2,20,10
48795b6f9b37a413-0,8,2,20,10
48795b6f9b37a413-0,9,2,20,10
48795b6f9b37a413-0,10,2,20,10
48795b6f9b37a413-0,11,2,20,10
48795b6f9b37a413-0,12,2,20,10
48795b6f9b37a413-0,13,2,20,10
48795b6f9b37a413-0,14,2,20,10
48795b6f9b37a413-0,15,2,20,10
48795b6f9b37a413-0,16,6,20,10
48795b6f9b37a413-0,17,4,20,10
48795b6f9b37a413-0,18,2,20,10
48795b6f9b37a413-0,19,2,20,10
48795b6f9b37a413-0,20,2,20,10
48795b6f9b37a413-0,21,2,20,10
48795b6f9b37a413-0,22,2,20,10
48795b6f9b37a413-0,23,2,20,10
48795b6f9b37a413-0,24,2,20,10
48795b6f9b37a413-0,25,2,20,10
48795b6f9b37a413-0,26,2,20,10
48795b6f9b37a413-0,27,2,20,10
48795b6f9b37a413-0,28,2,20,10
2dbc54e8969b7dde-0,0,4,16,8
2dbc54e8969b7dde-0,1,2,16,8
2dbc54e8969b7dde-0,2,1,16,8
2dbc54e8969b7dde-0,3,1,16,8
2dbc54e8969b7dde-0,4,2,16,8
2dbc54e8969b7dde-0,5,1,16,8
2dbc54e8969b7dde-0,6,1,16,8
2dbc54e8969b7dde-0,7,2,16,8
2dbc54e8969b7dde-0,8,1,16,8
2dbc54e8969b7dde-0,9,3,16,8
2dbc54e8969b7dde-0,10,1,16,8
2dbc54e8969b7dde-0,11,1,16,8
2dbc54e8969b7dde-0,12,2,16,8
2dbc54e8969b7dde-0,13,1,16,8
2dbc54e8969b7dde-0,14,1,16,8
2dbc54e8969b7dde-0,15,1,16,8
2dbc54e8969b7dde-0,16,1,16,8
2dbc54e8969b7dde-0,17,1,16,8
2dbc54e8969b7dde-0,18,1,16,8
2dbc54e8969b7dde-0,19,2,16,8
2dbc54e8969b7dde-0,20,1,16,8
2dbc54e8969b7dde-0,21,1,16,8
2dbc54e8969b7dde-0,22,1,16,8
2dbc54e8969b7dde-0,23,1,16,8
2dbc54e8969b7dde-0,24,1,16,8
2dbc54e8969b7dde-0,25,1,16,8
2dbc54e8969b7dde-0,26,2,16,8
2dbc54e8969b7dde-0,27,1,16,8
2dbc54e8969b7dde-0,28,1,16,8
e6f2cec1a80b705c-0,0,4,20,10
e6f2cec1a80b705c-0,1,2,20,10
e6f2cec1a80b705c-0,2,2,20,10
e6f2cec1a80b705c-0,3,2,20,10
e6f2cec1a80b705c-0,4,2,20,10
e6f2cec1a80b705c-0,5,2,20,10
e6f2cec1a80b705c-0,6,2,20,10
e6f2cec1a80b705c-0,7,2,20,10
e6f2cec1a80b705c-0,8,2,20,10
e6f2cec1a80b705c-0,9,2,20,10
e6f2cec1a80b705c-0,10,2,20,10
e6f2cec1a80b705c-0,11,2,20,10
e6f2cec1a80b705c-0,12,2,20,10
e6f2cec1a80b705c-0,13,2,20,10
e6f2cec1a80b705c-0,14,2,20,10
e6f2cec1a80b705c-0,15,2,20,10
e6f2cec1a80b705c-0,16,6,20,10
e6f2cec1a80b705c-0,17,3,20,10
e6f2cec1a80b705c-0,18,1,20,10
e6f2cec1a80b705c-0,19,2,20,10
e6f2cec1a80b705c-0,20,4,20,10
e6f2cec1a80b705c-0,21,2,20,10
e6f2cec1a80b705c-0,22,2,20,10
e6f2cec1a80b705c-0,23,2,20,10
e6f2cec1a80b705c-0,24,2,20,10
e6f2cec1a80b705c-0,25,2,20,10
e6f2cec1a80b705c-0,26,2,20,10
e6f2cec1a80b705c-0,27,2,20,10
e6f2cec1a80b705c-0,28,2,20,10
efe59cfcbee676a3-0,0,8,16,4
efe59cfcbee676a3-0,1,4,16,4
efe59cfcbee676a3-0,2,4,16,4
efe59cfcbee676a3-0,3,2,16,4
efe59cfcbee676a3-0,4,2,16,4
efe59cfcbee676a3-0,5,2,16,4
efe59cfcbee676a3-0,6,2,16,4
efe59cfcbee676a3-0,7,8,16,4
efe59cfcbee676a3-0,8,4,16,4
efe59cfcbee676a3-0,9,4,16,4
efe59cfcbee676a3-0,10,4,16,4
efe59cfcbee676a3-0,11,2,16,4
efe59cfcbee676a3-0,12,2,16,4
efe59cfcbee676a3-0,13,2,16,4
efe59cfcbee676a3-0,14,2,16,4
efe59cfcbee676a3-0,15,2,16,4
efe59cfcbee676a3-0,16,2,16,4
efe59cfcbee676a3-0,17,8,16,4
efe59cfcbee676a3-0,18,4,16,4
efe59cfcbee676a3-0,19,2,16,4
efe59cfcbee676a3-0,20,2,16,4
efe59cfcbee676a3-0,21,4,16,4
efe59cfcbee676a3-0,22,4,16,4
efe59cfcbee676a3-0,23,2,16,4
efe59cfcbee676a3-0,24,2,16,4
efe59cfcbee676a3-0,25,2,16,4
efe59cfcbee676a3-0,26,2,16,4
efe59cfcbee676a3-0,27,12,16,4
efe59cfcbee676a3-0,28,2,16,4
30f4dc6a20829e98-0,0,4,16,8
30f4dc6a20829e98-0,1,2,16,8
30f4dc6a20829e98-0,2,2,16,8
30f4dc6a20829e98-0,3,2,16,8
30f4dc6a20829e98-0,4,2,16,8
30f4dc6a20829e98-0,5,2,16,8
30f4dc6a20829e98-0,6,2,16,8
30f4dc6a20829e98-0,7,1,16,8
30f4dc6a20829e98-0,8,1,16,8
30f4dc6a20829e98-0,9,2,16,8
30f4dc6a20829e98-0,10,2,16,8
30f4dc6a20829e98-0,11,3,16,8
30f4dc6a20829e98-0,12,1,16,8
30f4dc6a20829e98-0,13,6,16,8
30f4dc6a20829e98-0,14,4,16,8
30f4dc6a20829e98-0,15,2,16,8
30f4dc6a20829e98-0,16,2,16,8
30f4dc6a20829e98-0,17,2,16,8
30f4dc6a20829e98-0,18,2,16,8
30f4dc6a20829e98-0,19,2,16,8
30f4dc6a20829e98-0,20,3,16,8
30f4dc6a20829e98-0,21,1,16,8
30f4dc6a20829e98-0,22,2,16,8
30f4dc6a20829e98-0,23,2,16,8
30f4dc6a20829e98-0,24,3,16,8
30f4dc6a20829e98-0,25,1,16,8
30f4dc6a20829e98-0,26,6,16,8
30f4dc6a20829e98-0,27,4,16,8
30f4dc6a20829e98-0,28,2,16,8
75be265f0cbdef99-0,0,2,16,4
75be265f0cbdef99-0,1,2,16,4
75be265f0cbdef99-0,2,4,16,4
75be265f0cbdef99-0,3,4,16,4
75be265f0cbdef99-0,4,4,16,4
75be265f0cbdef99-0,5,14,16,4
75be265f0cbdef99-0,6,4,16,4
75be265f0cbdef99-0,7,2,16,4
75be265f0cbdef99-0,8,4,16,4
75be265f0cbdef99-0,9,2,16,4
75be265f0cbdef99-0,10,2,16,4
75be265f0cbdef99-0,11,20,16,4
75be265f0cbdef99-0,12,2,16,4
75be265f0cbdef99-0,13,2,16,4
75be265f0cbdef99-0,14,4,16,4
75be265f0cbdef99-0,15,2,16,4
75be265f0cbdef99-0,16,2,16,4
75be265f0cbdef99-0,17,2,16,4
75be265f0cbdef99-0,18,2,16,4
75be265f0cbdef99-0,19,2,16,4
75be265f0cbdef99-0,20,2,16,4
75be265f0cbdef99-0,21,2,16,4
75be265f0cbdef99-0,22,2,16,4
75be265f0cbdef99-0,23,4,16,4
75be265f0cbdef99-0,24,4,16,4
75be265f0cbdef99-0,25,2,16,4
75be265f0cbdef99-0,26,2,16,4
75be265f0cbdef99-0,27,2,16,4
75be265f0cbdef99-0,28,2,16,4
32b68cbc6bbeed91-0,0,4,16,4
32b68cbc6bbeed91-0,1,4,16,4
32b68cbc6bbeed91-0,2,4,16,4
32b68cbc6bbeed91-0,3,2,16,4
32b68cbc6bbeed91-0,4,2,16,4
32b68cbc6bbeed91-0,5,2,16,4
32b68cbc6bbeed91-0,6,2,16,4
32b68cbc6bbeed91-0,7,2,16,4
32b68cbc6bbeed91-0,8,2,16,4
32b68cbc6bbeed91-0,9,3,16,4
32b68cbc6bbeed91-0,10,1,16,4
32b68cbc6bbeed91-0,11,4,16,4
32b68cbc6bbeed91-0,12,2,16,4
32b68cbc6bbeed91-0,13,2,16,4
32b68cbc6bbeed91-0,14,2,16,4
32b68cbc6bbeed91-0,15,2,16,4
32b68cbc6bbeed91-0,16,4,16,4
32b68cbc6bbeed91-0,17,2,16,4
32b68cbc6bbeed91-0,18,2,16,4
32b68cbc6bbeed91-0,19,2,16,4
32b68cbc6bbeed91-0,20,2,16,4
32b68cbc6bbeed91-0,21,2,16,4
32b68cbc6bbeed91-0,22,2,16,4
32b68cbc6bbeed91-0,23,3,16,4
32b68cbc6bbeed91-0,24,1,16,4
32b68cbc6bbeed91-0,25,4,16,4
32b68cbc6bbeed91-0,26,4,16,4
32b68cbc6bbeed91-0,27,2,16,4
32b68cbc6bbeed91-0,28,2,16,4
1d13b7dc9252c05f-0,0,4,20,10
1d13b7dc9252c05f-0,1,2,20,10
1d13b7dc9252c05f-0,2,1,20,10
1d13b7dc9252c05f-0,3,1,20,10
1d13b7dc9252c05f-0,4,2,20,10
1d13b7dc9252c05f-0,5,1,20,10
1d13b7dc9252c05f-0,6,1,20,10
1d13b7dc9252c05f-0,7,2,20,10
1d13b7dc9252c05f-0,8,6,20,10
1d13b7dc9252c05f-0,9,4,20,10
1d13b7dc9252c05f-0,10,2,20,10
1d13b7dc9252c05f-0,11,4,20,10
1d13b7dc9252c05f-0,12,2,20,10
1d13b7dc9252c05f-0,13,1,20,10
1d13b7dc9252c05f-0,14,1,20,10
1d13b7dc9252c05f-0,15,6,20,10
1d13b7dc9252c05f-0,16,4,20,10
1d13b7dc9252c05f-0,17,2,20,10
1d13b7dc9252c05f-0,18,1,20,10
1d13b7dc9252c05f-0,19,1,20,10
1d13b7dc9252c05f-0,20,1,20,10
1d13b7dc9252c05f-0,21,1,20,10
1d13b7dc9252c05f-0,22,1,20,10
1d13b7dc9252c05f-0,23,1,20,10
1d13b7dc9252c05f-0,24,1,20,10
1d13b7dc9252c05f-0,25,1,20,10
1d13b7dc9252c05f-0,26,6,20,10
1d13b7dc9252c05f-0,27,1,20,10
1d13b7dc9252c05f-0,28,1,20,10
1d13b7dc9252c05f-2,0,4,20,10
1d13b7dc9252c05f-2,1,2,20,10
1d13b7dc9252c05f-2,2,4,20,10
1d13b7dc9252c05f-2,3,1,20,10
1d13b7dc9252c05f-2,4,1,20,10
1d13b7dc9252c05f-2,5,1,20,10
1d13b7dc9252c05f-2,6,1,20,10
1d13b7dc9252c05f-2,7,2,20,10
1d13b7dc9252c05f-2,8,1,20,10
1d13b7dc9252c05f-2,9,1,20,10
1d13b7dc9252c05f-2,10,2,20,10
1d13b7dc9252c05f-2,11,4,20,10
1d13b7dc9252c05f-2,12,2,20,10
1d13b7dc9252c05f-2,13,4,20,10
1d13b7dc9252c05f-2,14,1,20,10
1d13b7dc9252c05f-2,15,1,20,10
1d13b7dc9252c05f-2,16,1,20,10
1d13b7dc9252c05f-2,17,1,20,10
1d13b7dc9252c05f-2,18,4,20,10
1d13b7dc9252c05f-2,19,2,20,10
1d13b7dc9252c05f-2,20,2,20,10
1d13b7dc9252c05f-2,21,2,20,10
1d13b7dc9252c05f-2,22,2,20,10
1d13b7dc9252c05f-2,23,3,20,10
1d13b7dc9252c05f-2,24,1,20,10
1d13b7dc9252c05f-2,25,2,20,10
1d13b7dc9252c05f-2,26,1,20,10
1d13b7dc9252c05f-2,27,1,20,10
1d13b7dc9252c05f-2,28,4,20,10
4cce64930c65273f-0,0,4,16,4
4cce64930c65273f-0,1,2,16,4
4cce64930c65273f-0,2,2,16,4
4cce64930c65273f-0,3,8,16,4
4cce64930c65273f-0,4,2,16,4
4cce64930c65273f-0,5,2,16,4
4cce64930c65273f-0,6,2,16,4
4cce64930c65273f-0,7,2,16,4
4cce64930c65273f-0,8,8,16,4
4cce64930c65273f-0,9,2,16,4
4cce64930c65273f-0,10,2,16,4
4cce64930c65273f-0,11,2,16,4
4cce64930c65273f-0,12,2,16,4
4cce64930c65273f-0,13,2,16,4
4cce64930c65273f-0,14,2,16,4
4cce64930c65273f-0,15,2,16,4
4cce64930c65273f-0,16,2,16,4
4cce64930c65273f-0,17,16,16,4
4cce64930c65273f-0,18,2,16,4
4cce64930c65273f-0,19,2,16,4
4cce64930c65273f-0,20,2,16,4
4cce64930c65273f-0,21,2,16,4
4cce64930c65273f-0,22,8,16,4
4cce64930c65273f-0,23,2,16,4
4cce64930c65273f-0,24,2,16,4
4cce64930c65273f-0,25,2,16,4
4cce64930c65273f-0,26,2,16,4
4cce64930c65273f-0,27,8,16,4
4cce64930c65273f-0,28,2,16,4
a454f7e2f17f5dc9-0,0,2,16,8
a454f7e2f17f5dc9-0,1,4,16,8
a454f7e2f17f5dc9-0,2,2,16,8
a454f7e2f17f5dc9-0,3,4,16,8
a454f7e2f17f5dc9-0,4,2,16,8
a454f7e2f17f5dc9-0,5,2,16,8
a454f7e2f17f5dc9-0,6,3,16,8
a454f7e2f17f5dc9-0,7,1,16,8
a454f7e2f17f5dc9-0,8,2,16,8
a454f7e2f17f5dc9-0,9,2,16,8
a454f7e2f17f5dc9-0,10,8,16,8
a454f7e2f17f5dc9-0,11,2,16,8
a454f7e2f17f5dc9-0,12,4,16,8
a454f7e2f17f5dc9-0,13,2,16,8
a454f7e2f17f5dc9-0,14,3,16,8
a454f7e2f17f5dc9-0,15,1,16,8
a454f7e2f17f5dc9-0,16,2,16,8
a454f7e2f17f5dc9-0,17,2,16,8
a454f7e2f17f5dc9-0,18,3,16,8
a454f7e2f17f5dc9-0,19,1,16,8
a454f7e2f17f5dc9-0,20,2,16,8
a454f7e2f17f5dc9-0,21,2,16,8
a454f7e2f17f5dc9-0,22,8,16,8
a454f7e2f17f5dc9-0,23,2,16,8
a454f7e2f17f5dc9-0,24,4,16,8
a454f7e2f17f5dc9-0,25,2,16,8
a454f7e2f17f5dc9-0,26,3,16,8
a454f7e2f17f5dc9-0,27,1,16,8
a454f7e2f17f5dc9-0,28,2,16,8
7057d7ee788c9216-0,0,3,18,9
7057d7ee788c9216-0,1,1,18,9
7057d7ee788c9216-0,2,2,18,9
7057d7ee788c9216-0,3,2,18,9
7057d7ee788c9216-0,4,1,18,9
7057d7ee788c9216-0,5,1,18,9
7057d7ee788c9216-0,6,1,18,9
7057d7ee788c9216-0,7,1,18,9
7057d7ee788c9216-0,8,2,18,9
7057d7ee788c9216-0,9,2,18,9
7057d7ee788c9216-0,10,2,18,9
7057d7ee788c9216-0,11,3,18,9
7057d7ee788c9216-0,12,1,18,9
7057d7ee788c9216-0,13,2,18,9
7057d7ee788c9216-0,14,2,18,9
7057d7ee788c9216-0,15,1,18,9
7057d7ee788c9216-0,16,1,18,9
7057d7ee788c9216-0,17,1,18,9
7057d7ee788c9216-0,18,1,18,9
7057d7ee788c9216-0,19,6,18,9
7057d7ee788c9216-0,20,3,18,9
7057d7ee788c9216-0,21,1,18,9
7057d7ee788c9216-0,22,2,18,9
7057d7ee788c9216-0,23,2,18,9
7057d7ee788c9216-0,24,1,18,9
7057d7ee788c9216-0,25,1,18,9
7057d7ee788c9216-0,26,1,18,9
7057d7ee788c9216-0,27,1,18,9
7057d7ee788c9216-0,28,2,18,9
69e3cc737968a007-0,0,4,16,4
69e3cc737968a007-0,1,4,16,4
69e3cc737968a007-0,2,6,16,4
69e3cc737968a007-0,3,2,16,4
69e3cc737968a007-0,4,3,16,4
69e3cc737968a007-0,5,1,16,4
69e3cc737968a007-0,6,2,16,4
69e3cc737968a007-0,7,2,16,4
69e3cc737968a007-0,8,8,16,4
69e3cc737968a007-0,9,2,16,4
69e3cc737968a007-0,10,2,16,4
69e3cc737968a007-0,11,2,16,4
69e3cc737968a007-0,12,2,16,4
69e3cc737968a007-0,13,2,16,4
69e3cc737968a007-0,14,2,16,4
69e3cc737968a007-0,15,2,16,4
69e3cc737968a007-0,16,2,16,4
69e3cc737968a007-0,17,2,16,4
69e3cc737968a007-0,18,2,16,4
69e3cc737968a007-0,19,2,16,4
69e3cc737968a007-0,20,2,16,4
69e3cc737968a007-0,21,2,16,4
69e3cc737968a007-0,22,2,16,4
69e3cc737968a007-0,23,2,16,4
69e3cc737968a007-0,24,2,16,4
69e3cc737968a007-0,25,3,16,4
69e3cc737968a007-0,26,1,16,4
69e3cc737968a007-0,27,1,16,4
69e3cc737968a007-0,28,1,16,4
7da832d85c060cb1-0,0,2,18,9
7da832d85c060cb1-0,1,4,18,9
7da832d85c060cb1-0,2,2,18,9
7da832d85c060cb1-0,3,1,18,9
7da832d85c060cb1-0,4,1,18,9
7da832d85c060cb1-0,5,1,18,9
7da832d85c060cb1-0,6,1,18,9
7da832d85c060cb1-0,7,4,18,9
7da832d85c060cb1-0,8,2,18,9
7da832d85c060cb1-0,9,1,18,9
7da832d85c060cb1-0,10,1,18,9
7da832d85c060cb1-0,11,1,18,9
7da832d85c060cb1-0,12,1,18,9
7da832d85c060cb1-0,13,1,18,9
7da832d85c060cb1-0,14,1,18,9
7da832d85c060cb1-0,15,1,18,9
7da832d85c060cb1-0,16,1,18,9
7da832d85c060cb1-0,17,1,18,9
7da832d85c060cb1-0,18,1,18,9
7da832d85c060cb1-0,19,1,18,9
7da832d85c060cb1-0,20,1,18,9
7da832d85c060cb1-0,21,1,18,9
7da832d85c060cb1-0,22,1,18,9
7da832d85c060cb1-0,23,1,18,9
7da832d85c060cb1-0,24,1,18,9
7da832d85c060cb1-0,25,1,18,9
7da832d85c060cb1-0,26,1,18,9
7da832d85c060cb1-0,27,1,18,9
7da832d85c060cb1-0,28,1,18,9
520ae27518cea273-0,0,4,16,4
520ae27518cea273-0,1,4,16,4
520ae27518cea273-0,2,6,16,4
520ae27518cea273-0,3,2,16,4
520ae27518cea273-0,4,2,16,4
520ae27518cea273-0,5,2,16,4
520ae27518cea273-0,6,2,16,4
520ae27518cea273-0,7,2,16,4
520ae27518cea273-0,8,1,16,4
520ae27518cea273-0,9,1,16,4
520ae27518cea273-0,10,1,16,4
520ae27518cea273-0,11,1,16,4
520ae27518cea273-0,12,6,16,4
520ae27518cea273-0,13,4,16,4
520ae27518cea273-0,14,1,16,4
520ae27518cea273-0,15,1,16,4
520ae27518cea273-0,16,3,16,4
520ae27518cea273-0,17,1,16,4
520ae27518cea273-0,18,1,16,4
520ae27518cea273-0,19,1,16,4
520ae27518cea273-0,20,1,16,4
520ae27518cea273-0,21,1,16,4
520ae27518cea273-0,22,6,16,4
520ae27518cea273-0,23,2,16,4
520ae27518cea273-0,24,2,16,4
520ae27518cea273-0,25,2,16,4
520ae27518cea273-0,26,6,16,4
520ae27518cea273-0,27,4,16,4
520ae27518cea273-0,28,2,16,4
1e13434a6c1d1f7d-0,0,4,20,10
1e13434a6c1d1f7d-0,1,2,20,10
1e13434a6c1d1f7d-0,2,4,20,10
1e13434a6c1d1f7d-0,3,1,20,10
1e13434a6c1d1f7d-0,4,1,20,10
1e13434a6c1d1f7d-0,5,2,20,10
1e13434a6c1d1f7d-0,6,4,20,10
1e13434a6c1d1f7d-0,7,2,20,10
1e13434a6c1d1f7d-0,8,4,20,10
1e13434a6c1d1f7d-0,9,2,20,10
1e13434a6c1d1f7d-0,10,4,20,10
1e13434a6c1d1f7d-0,11,4,20,10
1e13434a6c1d1f7d-0,12,4,20,10
1e13434a6c1d1f7d-0,13,2,20,10
1e13434a6c1d1f7d-0,14,4,20,10
1e13434a6c1d1f7d-0,15,2,20,10
1e13434a6c1d1f7d-0,16,2,20,10
1e13434a6c1d1f7d-0,17,1,20,10
1e13434a6c1d1f7d-0,18,1,20,10
1e13434a6c1d1f7d-0,19,1,20,10
1e13434a6c1d1f7d-0,20,1,20,10
1e13434a6c1d1f7d-0,21,1,20,10
1e13434a6c1d1f7d-0,22,1,20,10
1e13434a6c1d1f7d-0,23,6,20,10
1e13434a6c1d1f7d-0,24,4,20,10
1e13434a6c1d1f7d-0,25,2,20,10
1e13434a6c1d1f7d-0,26,4,20,10
1e13434a6c1d1f7d-0,27,1,20,10
1e13434a6c1d1f7d-0,28,1,20,10
1e13434a6c1d1f7d-2,0,4,20,10
1e13434a6c1d1f7d-2,1,2,20,10
1e13434a6c1d1f7d-2,2,2,20,10
1e13434a6c1d1f7d-2,3,2,20,10
1e13434a6c1d1f7d-2,4,2,20,10
1e13434a6c1d1f7d-2,5,2,20,10
1e13434a6c1d1f7d-2,6,4,20,10
1e13434a6c1d1f7d-2,7,2,20,10
1e13434a6c1d1f7d-2,8,4,20,10
1e13434a6c1d1f7d-2,9,2,20,10
1e13434a6c1d1f7d-2,10,4,20,10
1e13434a6c1d1f7d-2,11,2,20,10
1e13434a6c1d1f7d-2,12,2,20,10
1e13434a6c1d1f7d-2,13,2,20,10
1e13434a6c1d1f7d-2,14,2,20,10
1e13434a6c1d1f7d-2,15,2,20,10
1e13434a6c1d1f7d-2,16,4,20,10
1e13434a6c1d1f7d-2,17,2,20,10
1e13434a6c1d1f7d-2,18,2,20,10
1e13434a6c1d1f7d-2,19,1,20,10
1e13434a6c1d1f7d-2,20,1,20,10
1e13434a6c1d1f7d-2,21,1,20,10
1e13434a6c1d1f7d-2,22,1,20,10
1e13434a6c1d1f7d-2,23,2,20,10
1e13434a6c1d1f7d-2,24,6,20,10
1e13434a6c1d1f7d-2,25,4,20,10
1e13434a6c1d1f7d-2,26,2,20,10
1e13434a6c1d1f7d-2,27,4,20,10
1e13434a6c1d1f7d-2,28,4,20,10
1f2183fb6c3f34e0-0,0,2,16,8
1f2183fb6c3f34e0-0,1,6,16,8
1f2183fb6c3f34e0-0,2,2,16,8
1f2183fb6c3f34e0-0,3,1,16,8
1f2183fb6c3f34e0-0,4,1,16,8
1f2183fb6c3f34e0-0,5,4,16,8
1f2183fb6c3f34e0-0,6,2,16,8
1f2183fb6c3f34e0-0,7,4,16,8
1f2183fb6c3f34e0-0,8,2,16,8
1f2183fb6c3f34e0-0,9,3,16,8
1f2183fb6c3f34e0-0,10,1,16,8
1f2183fb6c3f34e0-0,11,4,16,8
1f2183fb6c3f34e0-0,12,2,16,8
1f2183fb6c3f34e0-0,13,2,16,8
1f2183fb6c3f34e0-0,14,2,16,8
1f2183fb6c3f34e0-0,15,2,16,8
1f2183fb6c3f34e0-0,16,2,16,8
1f2183fb6c3f34e0-0,17,2,16,8
1f2183fb6c3f34e0-0,18,2,16,8
1f2183fb6c3f34e0-0,19,2,16,8
1f2183fb6c3f34e0-0,20,2,16,8
1f2183fb6c3f34e0-0,21,2,16,8
1f2183fb6c3f34e0-0,22,2,16,8
1f2183fb6c3f34e0-0,23,2,16,8
1f2183fb6c3f34e0-0,24,1,16,8
1f2183fb6c3f34e0-0,25,1,16,8
1f2183fb6c3f34e0-0,26,1,16,8
1f2183fb6c3f34e0-0,27,1,16,8
1f2183fb6c3f34e0-0,28,4,16,8
9311e7700ccf5134-0,0,2,16,8
9311e7700ccf5134-0,1,4,16,8
9311e7700ccf5134-0,2,2,16,8
9311e7700ccf5134-0,3,1,16,8
9311e7700ccf5134-0,4,1,16,8
9311e7700ccf5134-0,5,1,16,8
9311e7700ccf5134-0,6,1,16,8
9311e7700ccf5134-0,7,4,16,8
9311e7700ccf5134-0,8,2,16,8
9311e7700ccf5134-0,9,4,16,8
9311e7700ccf5134-0,10,2,16,8
9311e7700ccf5134-0,11,2,16,8
9311e7700ccf5134-0,12,1,16,8
9311e7700ccf5134-0,13,1,16,8
9311e7700ccf5134-0,14,4,16,8
9311e7700ccf5134-0,15,2,16,8
9311e7700ccf5134-0,16,2,16,8
9311e7700ccf5134-0,17,2,16,8
9311e7700ccf5134-0,18,2,16,8
9311e7700ccf5134-0,19,4,16,8
9311e7700ccf5134-0,20,2,16,8
9311e7700ccf5134-0,21,1,16,8
9311e7700ccf5134-0,22,1,16,8
9311e7700ccf5134-0,23,6,16,8
9311e7700ccf5134-0,24,1,16,8
9311e7700ccf5134-0,25,1,16,8
9311e7700ccf5134-0,26,1,16,8
9311e7700ccf5134-0,27,1,16,8
9311e7700ccf5134-0,28,1,16,8
26aca0d5568a458a-0,0,1,16,4
26aca0d5568a458a-0,1,1,16,4
26aca0d5568a458a-0,2,1,16,4
26aca0d5568a458a-0,3,1,16,4
26aca0d5568a458a-0,4,2,16,4
26aca0d5568a458a-0,5,1,16,4
26aca0d5568a458a-0,6,1,16,4
26aca0d5568a458a-0,7,2,16,4
26aca0d5568a458a-0,8,1,16,4
