uid,event,ioi,period,pulses
a1722ca56ae6eb8f-0,17,2,16,4
a1722ca56ae6eb8f-0,18,2,16,4
a1722ca56ae6eb8f-0,19,1,16,4
a1722ca56ae6eb8f-0,20,1,16,4
a1722ca56ae6eb8f-0,21,12,16,4
a1722ca56ae6eb8f-0,22,6,16,4
a1722ca56ae6eb8f-0,23,1,16,4
a1722ca56ae6eb8f-0,24,1,16,4
a1722ca56ae6eb8f-0,25,1,16,4
a1722ca56ae6eb8f-0,26,1,16,4
a1722ca56ae6eb8f-0,27,1,16,4
a1722ca56ae6eb8f-0,28,1,16,4
307c5899e4e07d0f-0,0,4,20,10
307c5899e4e07d0f-0,1,2,20,10
307c5899e4e07d0f-0,2,1,20,10
307c5899e4e07d0f-0,3,1,20,10
307c5899e4e07d0f-0,4,1,20,10
307c5899e4e07d0f-0,5,1,20,10
307c5899e4e07d0f-0,6,1,20,10
307c5899e4e07d0f-0,7,1,20,10
307c5899e4e07d0f-0,8,1,20,10
307c5899e4e07d0f-0,9,1,20,10
307c5899e4e07d0f-0,10,1,20,10
307c5899e4e07d0f-0,11,1,20,10
307c5899e4e07d0f-0,12,1,20,10
307c5899e4e07d0f-0,13,1,20,10
307c5899e4e07d0f-0,14,2,20,10
307c5899e4e07d0f-0,15,4,20,10
307c5899e4e07d0f-0,16,2,20,10
307c5899e4e07d0f-0,17,1,20,10
307c5899e4e07d0f-0,18,1,20,10
307c5899e4e07d0f-0,19,1,20,10
307c5899e4e07d0f-0,20,1,20,10
307c5899e4e07d0f-0,21,1,20,10
307c5899e4e07d0f-0,22,1,20,10
307c5899e4e07d0f-0,23,1,20,10
307c5899e4e07d0f-0,24,1,20,10
307c5899e4e07d0f-0,25,6,20,10
307c5899e4e07d0f-0,26,1,20,10
307c5899e4e07d0f-0,27,1,20,10
307c5899e4e07d0f-0,28,1,20,10
307c5899e4e07d0f-3,0,4,20,10
307c5899e4e07d0f-3,1,2,20,10
307c5899e4e07d0f-3,2,3,20,10
307c5899e4e07d0f-3,3,1,20,10
307c5899e4e07d0f-3,4,1,20,10
307c5899e4e07d0f-3,5,1,20,10
307c5899e4e07d0f-3,6,1,20,10
307c5899e4e07d0f-3,7,1,20,10
307c5899e4e07d0f-3,8,6,20,10
307c5899e4e07d0f-3,9,4,20,10
307c5899e4e07d0f-3,10,2,20,10
307c5899e4e07d0f-3,11,3,20,10
307c5899e4e07d0f-3,12,1,20,10
307c5899e4e07d0f-3,13,1,20,10
307c5899e4e07d0f-3,14,1,20,10
307c5899e4e07d0f-3,15,1,20,10
307c5899e4e07d0f-3,16,1,20,10
307c5899e4e07d0f-3,17,6,20,10
307c5899e4e07d0f-3,18,4,20,10
307c5899e4e07d0f-3,19,2,20,10
307c5899e4e07d0f-3,20,3,20,10
307c5899e4e07d0f-3,21,1,20,10
307c5899e4e07d0f-3,22,1,20,10
307c5899e4e07d0f-3,23,1,20,10
307c5899e4e07d0f-3,24,1,20,10
307c5899e4e07d0f-3,25,1,20,10
307c5899e4e07d0f-3,26,6,20,10
307c5899e4e07d0f-3,27,1,20,10
307c5899e4e07d0f-3,28,1,20,10
ae09eb7710294e64-0,0,3,18,9
ae09eb7710294e64-0,1,1,18,9
ae09eb7710294e64-0,2,2,18,9
ae09eb7710294e64-0,3,2,18,9
ae09eb7710294e64-0,4,2,18,9
ae09eb7710294e64-0,5,2,18,9
ae09eb7710294e64-0,6,2,18,9
ae09eb7710294e64-0,7,2,18,9
ae09eb7710294e64-0,8,2,18,9
ae09eb7710294e64-0,9,12,18,9
ae09eb7710294e64-0,10,2,18,9
ae09eb7710294e64-0,11,2,18,9
ae09eb7710294e64-0,12,2,18,9
ae09eb7710294e64-0,13,2,18,9
ae09eb7710294e64-0,14,2,18,9
ae09eb7710294e64-0,15,2,18,9
ae09eb7710294e64-0,16,2,18,9
ae09eb7710294e64-0,17,2,18,9
ae09eb7710294e64-0,18,2,18,9
ae09eb7710294e64-0,19,2,18,9
ae09eb7710294e64-0,20,2,18,9
ae09eb7710294e64-0,21,2,18,9
ae09eb7710294e64-0,22,6,18,9
ae09eb7710294e64-0,23,2,18,9
ae09eb7710294e64-0,24,2,18,9
ae09eb7710294e64-0,25,2,18,9
ae09eb7710294e64-0,26,6,18,9
ae09eb7710294e64-0,27,4,18,9
ae09eb7710294e64-0,28,4,18,9
9a910c1ac5643b28-0,0,2,18,9
9a910c1ac5643b28-0,1,2,18,9
9a910c1ac5643b28-0,2,2,18,9
9a910c1ac5643b28-0,3,2,18,9
9a910c1ac5643b28-0,4,2,18,9
9a910c1ac5643b28-0,5,2,18,9
9a910c1ac5643b28-0,6,2,18,9
9a910c1ac5643b28-0,7,2,18,9
9a910c1ac5643b28-0,8,2,18,9
9a910c1ac5643b28-0,9,4,18,9
9a910c1ac5643b28-0,10,2,18,9
9a910c1ac5643b28-0,11,2,18,9
9a910c1ac5643b28-0,12,1,18,9
9a910c1ac5643b28-0,13,1,18,9
9a910c1ac5643b28-0,14,1,18,9
9a910c1ac5643b28-0,15,1,18,9
9a910c1ac5643b28-0,16,6,18,9
9a910c1ac5643b28-0,17,4,18,9
9a910c1ac5643b28-0,18,4,18,9
9a910c1ac5643b28-0,19,4,18,9
9a910c1ac5643b28-0,20,2,18,9
9a910c1ac5643b28-0,21,2,18,9
9a910c1ac5643b28-0,22,2,18,9
9a910c1ac5643b28-0,23,2,18,9
9a910c1ac5643b28-0,24,2,18,9
9a910c1ac5643b28-0,25,2,18,9
9a910c1ac5643b28-0,26,2,18,9
9a910c1ac5643b28-0,27,2,18,9
9a910c1ac5643b28-0,28,2,18,9
b483dfb48ca87336-0,0,2,20,10
b483dfb48ca87336-0,1,4,20,10
b483dfb48ca87336-0,2,4,20,10
b483dfb48ca87336-0,3,2,20,10
b483dfb48ca87336-0,4,2,20,10
b483dfb48ca87336-0,5,2,20,10
b483dfb48ca87336-0,6,4,20,10
b483dfb48ca87336-0,7,2,20,10
b483dfb48ca87336-0,8,4,20,10
b483dfb48ca87336-0,9,4,20,10
b483dfb48ca87336-0,10,2,20,10
b483dfb48ca87336-0,11,2,20,10
b483dfb48ca87336-0,12,2,20,10
b483dfb48ca87336-0,13,4,20,10
b483dfb48ca87336-0,14,2,20,10
b483dfb48ca87336-0,15,4,20,10
b483dfb48ca87336-0,16,4,20,10
b483dfb48ca87336-0,17,4,20,10
b483dfb48ca87336-0,18,2,20,10
b483dfb48ca87336-0,19,4,20,10
b483dfb48ca87336-0,20,2,20,10
b483dfb48ca87336-0,21,2,20,10
b483dfb48ca87336-0,22,2,20,10
b483dfb48ca87336-0,23,2,20,10
b483dfb48ca87336-0,24,2,20,10
b483dfb48ca87336-0,25,2,20,10
b483dfb48ca87336-0,26,2,20,10
b483dfb48ca87336-0,27,6,20,10
b483dfb48ca87336-0,28,2,20,10
c419df7a218a68a7-0,0,4,16,4
c419df7a218a68a7-0,1,4,16,4
c419df7a218a68a7-0,2,4,16,4
c419df7a218a68a7-0,3,4,16,4
c419df7a218a68a7-0,4,4,16,4
c419df7a218a68a7-0,5,4,16,4
c419df7a218a68a7-0,6,4,16,4
c419df7a218a68a7-0,7,1,16,4
c419df7a218a68a7-0,8,1,16,4
c419df7a218a68a7-0,9,2,16,4
c419df7a218a68a7-0,10,4,16,4
c419df7a218a68a7-0,11,4,16,4
c419df7a218a68a7-0,12,4,16,4
c419df7a218a68a7-0,13,4,16,4
c419df7a218a68a7-0,14,4,16,4
c419df7a218a68a7-0,15,4,16,4
c419df7a218a68a7-0,16,4,16,4
c419df7a218a68a7-0,17,1,16,4
c419df7a218a68a7-0,18,1,16,4
c419df7a218a68a7-0,19,4,16,4
c419df7a218a68a7-0,20,4,16,4
c419df7a218a68a7-0,21,2,16,4
c419df7a218a68a7-0,22,2,16,4
c419df7a218a68a7-0,23,2,16,4
c419df7a218a68a7-0,24,2,16,4
c419df7a218a68a7-0,25,2,16,4
c419df7a218a68a7-0,26,2,16,4
c419df7a218a68a7-0,27,4,16,4
c419df7a218a68a7-0,28,2,16,4
06726196c07e0026-0,0,3,18,9
06726196c07e0026-0,1,1,18,9
06726196c07e0026-0,2,1,18,9
06726196c07e0026-0,3,1,18,9
06726196c07e0026-0,4,1,18,9
06726196c07e0026-0,5,1,18,9
06726196c07e0026-0,6,4,18,9
06726196c07e0026-0,7,2,18,9
06726196c07e0026-0,8,2,18,9
06726196c07e0026-0,9,2,18,9
06726196c07e0026-0,10,3,18,9
06726196c07e0026-0,11,1,18,9
06726196c07e0026-0,12,1,18,9
06726196c07e0026-0,13,1,18,9
06726196c07e0026-0,14,1,18,9
06726196c07e0026-0,15,1,18,9
06726196c07e0026-0,16,4,18,9
06726196c07e0026-0,17,2,18,9
06726196c07e0026-0,18,2,18,9
06726196c07e0026-0,19,2,18,9
06726196c07e0026-0,20,1,18,9
06726196c07e0026-0,21,1,18,9
06726196c07e0026-0,22,1,18,9
06726196c07e0026-0,23,1,18,9
06726196c07e0026-0,24,2,18,9
06726196c07e0026-0,25,1,18,9
06726196c07e0026-0,26,1,18,9
06726196c07e0026-0,27,1,18,9
06726196c07e0026-0,28,1,18,9
cbc659b646539659-0,0,2,16,8
cbc659b646539659-0,1,1,16,8
cbc659b646539659-0,2,1,16,8
cbc659b646539659-0,3,2,16,8
cbc659b646539659-0,4,2,16,8
cbc659b646539659-0,5,4,16,8
cbc659b646539659-0,6,4,16,8
cbc659b646539659-0,7,2,16,8
cbc659b646539659-0,8,1,16,8
cbc659b646539659-0,9,1,16,8
cbc659b646539659-0,10,2,16,8
cbc659b646539659-0,11,1,16,8
cbc659b646539659-0,12,1,16,8
cbc659b646539659-0,13,1,16,8
cbc659b646539659-0,14,1,16,8
cbc659b646539659-0,15,1,16,8
cbc659b646539659-0,16,1,16,8
cbc659b646539659-0,17,4,16,8
cbc659b646539659-0,18,2,16,8
cbc659b646539659-0,19,4,16,8
cbc659b646539659-0,20,2,16,8
cbc659b646539659-0,21,2,16,8
cbc659b646539659-0,22,1,16,8
cbc659b646539659-0,23,1,16,8
cbc659b646539659-0,24,2,16,8
cbc659b646539659-0,25,1,16,8
cbc659b646539659-0,26,1,16,8
cbc659b646539659-0,27,2,16,8
cbc659b646539659-0,28,4,16,8
9dfd72ccd06cbc09-0,0,2,18,9
9dfd72ccd06cbc09-0,1,1,18,9
9dfd72ccd06cbc09-0,2,1,18,9
9dfd72ccd06cbc09-0,3,1,18,9
9dfd72ccd06cbc09-0,4,1,18,9
9dfd72ccd06cbc09-0,5,1,18,9
9dfd72ccd06cbc09-0,6,1,18,9
9dfd72ccd06cbc09-0,7,4,18,9
9dfd72ccd06cbc09-0,8,4,18,9
9dfd72ccd06cbc09-0,9,2,18,9
9dfd72ccd06cbc09-0,10,4,18,9
9dfd72ccd06cbc09-0,11,1,18,9
9dfd72ccd06cbc09-0,12,1,18,9
9dfd72ccd06cbc09-0,13,1,18,9
9dfd72ccd06cbc09-0,14,1,18,9
9dfd72ccd06cbc09-0,15,4,18,9
9dfd72ccd06cbc09-0,16,4,18,9
9dfd72ccd06cbc09-0,17,1,18,9
9dfd72ccd06cbc09-0,18,1,18,9
9dfd72ccd06cbc09-0,19,1,18,9
9dfd72ccd06cbc09-0,20,1,18,9
9dfd72ccd06cbc09-0,21,1,18,9
9dfd72ccd06cbc09-0,22,1,18,9
9dfd72ccd06cbc09-0,23,1,18,9
9dfd72ccd06cbc09-0,24,1,18,9
9dfd72ccd06cbc09-0,25,1,18,9
9dfd72ccd06cbc09-0,26,1,18,9
9dfd72ccd06cbc09-0,27,4,18,9
9dfd72ccd06cbc09-0,28,4,18,9
fe3fb04eae0cab61-0,0,2,18,9
fe3fb04eae0cab61-0,1,2,18,9
fe3fb04eae0cab61-0,2,4,18,9
fe3fb04eae0cab61-0,3,4,18,9
fe3fb04eae0cab61-0,4,2,18,9
fe3fb04eae0cab61-0,5,3,18,9
fe3fb04eae0cab61-0,6,1,18,9
fe3fb04eae0cab61-0,7,2,18,9
fe3fb04eae0cab61-0,8,2,18,9
fe3fb04eae0cab61-0,9,2,18,9
fe3fb04eae0cab61-0,10,2,18,9
fe3fb04eae0cab61-0,11,4,18,9
fe3fb04eae0cab61-0,12,2,18,9
fe3fb04eae0cab61-0,13,3,18,9
fe3fb04eae0cab61-0,14,1,18,9
fe3fb04eae0cab61-0,15,2,18,9
fe3fb04eae0cab61-0,16,2,18,9
fe3fb04eae0cab61-0,17,1,18,9
fe3fb04eae0cab61-0,18,1,18,9
fe3fb04eae0cab61-0,19,1,18,9
fe3fb04eae0cab61-0,20,1,18,9
fe3fb04eae0cab61-0,21,10,18,9
fe3fb04eae0cab61-0,22,2,18,9
fe3fb04eae0cab61-0,23,2,18,9
fe3fb04eae0cab61-0,24,2,18,9
fe3fb04eae0cab61-0,25,2,18,9
fe3fb04eae0cab61-0,26,2,18,9
fe3fb04eae0cab61-0,27,2,18,9
fe3fb04eae0cab61-0,28,2,18,9
5c408d4089baad4a-0,0,2,16,8
5c408d4089baad4a-0,1,4,16,8
5c408d4089baad4a-0,2,2,16,8
5c408d4089baad4a-0,3,4,16,8
5c408d4089baad4a-0,4,2,16,8
5c408d4089baad4a-0,5,1,16,8
5c408d4089baad4a-0,6,1,16,8
5c408d4089baad4a-0,7,4,16,8
5c408d4089baad4a-0,8,12,16,8
5c408d4089baad4a-0,9,4,16,8
5c408d4089baad4a-0,10,2,16,8
5c408d4089baad4a-0,11,2,16,8
5c408d4089baad4a-0,12,2,16,8
5c408d4089baad4a-0,13,1,16,8
5c408d4089baad4a-0,14,1,16,8
5c408d4089baad4a-0,15,4,16,8
5c408d4089baad4a-0,16,2,16,8
5c408d4089baad4a-0,17,1,16,8
5c408d4089baad4a-0,18,1,16,8
5c408d4089baad4a-0,19,2,16,8
5c408d4089baad4a-0,20,2,16,8
5c408d4089baad4a-0,21,10,16,8
5c408d4089baad4a-0,22,4,16,8
5c408d4089baad4a-0,23,2,16,8
5c408d4089baad4a-0,24,2,16,8
5c408d4089baad4a-0,25,2,16,8
5c408d4089baad4a-0,26,2,16,8
5c408d4089baad4a-0,27,4,16,8
5c408d4089baad4a-0,28,4,16,8
060ee3e18312d6ba-0,0,4,16,8
060ee3e18312d6ba-0,1,2,16,8
060ee3e18312d6ba-0,2,2,16,8
060ee3e18312d6ba-0,3,2,16,8
060ee3e18312d6ba-0,4,6,16,8
060ee3e18312d6ba-0,5,4,16,8
060ee3e18312d6ba-0,6,2,16,8
060ee3e18312d6ba-0,7,2,16,8
060ee3e18312d6ba-0,8,2,16,8
060ee3e18312d6ba-0,9,2,16,8
060ee3e18312d6ba-0,10,2,16,8
060ee3e18312d6ba-0,11,2,16,8
060ee3e18312d6ba-0,12,2,16,8
060ee3e18312d6ba-0,13,2,16,8
060ee3e18312d6ba-0,14,2,16,8
060ee3e18312d6ba-0,15,2,16,8
060ee3e18312d6ba-0,16,2,16,8
060ee3e18312d6ba-0,17,2,16,8
060ee3e18312d6ba-0,18,2,16,8
060ee3e18312d6ba-0,19,2,16,8
060ee3e18312d6ba-0,20,2,16,8
060ee3e18312d6ba-0,21,2,16,8
060ee3e18312d6ba-0,22,2,16,8
060ee3e18312d6ba-0,23,10,16,8
060ee3e18312d6ba-0,24,2,16,8
060ee3e18312d6ba-0,25,2,16,8
060ee3e18312d6ba-0,26,2,16,8
060ee3e18312d6ba-0,27,2,16,8
060ee3e18312d6ba-0,28,2,16,8
e775b7494ba55408-0,0,4,16,4
e775b7494ba55408-0,1,2,16,4
e775b7494ba55408-0,2,2,16,4
e775b7494ba55408-0,3,8,16,4
e775b7494ba55408-0,4,2,16,4
e775b7494ba55408-0,5,2,16,4
e775b7494ba55408-0,6,2,16,4
e775b7494ba55408-0,7,2,16,4
e775b7494ba55408-0,8,2,16,4
e775b7494ba55408-0,9,1,16,4
e775b7494ba55408-0,10,1,16,4
e775b7494ba55408-0,11,4,16,4
e775b7494ba55408-0,12,2,16,4
e775b7494ba55408-0,13,2,16,4
e775b7494ba55408-0,14,2,16,4
e775b7494ba55408-0,15,2,16,4
e775b7494ba55408-0,16,2,16,4
e775b7494ba55408-0,17,2,16,4
e775b7494ba55408-0,18,2,16,4
e775b7494ba55408-0,19,2,16,4
e775b7494ba55408-0,20,2,16,4
e775b7494ba55408-0,21,1,16,4
e775b7494ba55408-0,22,1,16,4
e775b7494ba55408-0,23,1,16,4
e775b7494ba55408-0,24,1,16,4
e775b7494ba55408-0,25,1,16,4
e775b7494ba55408-0,26,1,16,4
e775b7494ba55408-0,27,12,16,4
e775b7494ba55408-0,28,2,16,4
47671527f9b60558-2,0,2,20,10
47671527f9b60558-2,1,2,20,10
47671527f9b60558-2,2,1,20,10
47671527f9b60558-2,3,1,20,10
47671527f9b60558-2,4,1,20,10
47671527f9b60558-2,5,1,20,10
47671527f9b60558-2,6,1,20,10
47671527f9b60558-2,7,1,20,10
47671527f9b60558-2,8,1,20,10
47671527f9b60558-2,9,1,20,10
47671527f9b60558-2,10,1,20,10
47671527f9b60558-2,11,1,20,10
47671527f9b60558-2,12,6,20,10
47671527f9b60558-2,13,1,20,10
47671527f9b60558-2,14,1,20,10
47671527f9b60558-2,15,1,20,10
47671527f9b60558-2,16,1,20,10
47671527f9b60558-2,17,1,20,10
47671527f9b60558-2,18,1,20,10
47671527f9b60558-2,19,1,20,10
47671527f9b60558-2,20,1,20,10
47671527f9b60558-2,21,1,20,10
47671527f9b60558-2,22,1,20,10
47671527f9b60558-2,23,1,20,10
47671527f9b60558-2,24,1,20,10
47671527f9b60558-2,25,1,20,10
47671527f9b60558-2,26,1,20,10
47671527f9b60558-2,27,6,20,10
47671527f9b60558-2,28,1,20,10
f36822992bc7d6e7-0,0,1,16,4
f36822992bc7d6e7-0,1,1,16,4
f36822992bc7d6e7-0,2,3,16,4
f36822992bc7d6e7-0,3,1,16,4
f36822992bc7d6e7-0,4,1,16,4
f36822992bc7d6e7-0,5,1,16,4
f36822992bc7d6e7-0,6,1,16,4
f36822992bc7d6e7-0,7,1,16,4
f36822992bc7d6e7-0,8,6,16,4
f36822992bc7d6e7-0,9,1,16,4
f36822992bc7d6e7-0,10,1,16,4
f36822992bc7d6e7-0,11,3,16,4
f36822992bc7d6e7-0,12,1,16,4
f36822992bc7d6e7-0,13,3,16,4
f36822992bc7d6e7-0,14,1,16,4
f36822992bc7d6e7-0,15,1,16,4
f36822992bc7d6e7-0,16,1,16,4
f36822992bc7d6e7-0,17,1,16,4
f36822992bc7d6e7-0,18,1,16,4
f36822992bc7d6e7-0,19,1,16,4
f36822992bc7d6e7-0,20,1,16,4
f36822992bc7d6e7-0,21,1,16,4
f36822992bc7d6e7-0,22,1,16,4
f36822992bc7d6e7-0,23,3,16,4
f36822992bc7d6e7-0,24,1,16,4
f36822992bc7d6e7-0,25,1,16,4
f36822992bc7d6e7-0,26,1,16,4
f36822992bc7d6e7-0,27,1,16,4
f36822992bc7d6e7-0,28,1,16,4
5fbd410a89b6d574-0,0,6,18,9
5fbd410a89b6d574-0,1,2,18,9
5fbd410a89b6d574-0,2,2,18,9
5fbd410a89b6d574-0,3,4,18,9
5fbd410a89b6d574-0,4,4,18,9
5fbd410a89b6d574-0,5,2,18,9
5fbd410a89b6d574-0,6,2,18,9
5fbd410a89b6d574-0,7,2,18,9
5fbd410a89b6d574-0,8,2,18,9
5fbd410a89b6d574-0,9,2,18,9
5fbd410a89b6d574-0,10,8,18,9
5fbd410a89b6d574-0,11,4,18,9
5fbd410a89b6d574-0,12,2,18,9
5fbd410a89b6d574-0,13,2,18,9
5fbd410a89b6d574-0,14,2,18,9
5fbd410a89b6d574-0,15,4,18,9
5fbd410a89b6d574-0,16,4,18,9
5fbd410a89b6d574-0,17,2,18,9
5fbd410a89b6d574-0,18,2,18,9
5fbd410a89b6d574-0,19,2,18,9
5fbd410a89b6d574-0,20,2,18,9
5fbd410a89b6d574-0,21,2,18,9
5fbd410a89b6d574-0,22,8,18,9
5fbd410a89b6d574-0,23,2,18,9
5fbd410a89b6d574-0,24,2,18,9
5fbd410a89b6d574-0,25,2,18,9
5fbd410a89b6d574-0,26,2,18,9
5fbd410a89b6d574-0,27,2,18,9
5fbd410a89b6d574-0,28,2,18,9
91bce2f54fc5cfcb-0,0,4,16,4
91bce2f54fc5cfcb-0,1,2,16,4
91bce2f54fc5cfcb-0,2,1,16,4
91bce2f54fc5cfcb-0,3,1,16,4
91bce2f54fc5cfcb-0,4,4,16,4
91bce2f54fc5cfcb-0,5,4,16,4
91bce2f54fc5cfcb-0,6,2,16,4
91bce2f54fc5cfcb-0,7,2,16,4
91bce2f54fc5cfcb-0,8,2,16,4
91bce2f54fc5cfcb-0,9,2,16,4
91bce2f54fc5cfcb-0,10,3,16,4
91bce2f54fc5cfcb-0,11,1,16,4
91bce2f54fc5cfcb-0,12,8,16,4
91bce2f54fc5cfcb-0,13,2,16,4
91bce2f54fc5cfcb-0,14,2,16,4
91bce2f54fc5cfcb-0,15,4,16,4
91bce2f54fc5cfcb-0,16,4,16,4
91bce2f54fc5cfcb-0,17,4,16,4
91bce2f54fc5cfcb-0,18,2,16,4
91bce2f54fc5cfcb-0,19,2,16,4
91bce2f54fc5cfcb-0,20,1,16,4
91bce2f54fc5cfcb-0,21,1,16,4
91bce2f54fc5cfcb-0,22,1,16,4
91bce2f54fc5cfcb-0,23,1,16,4
91bce2f54fc5cfcb-0,24,8,16,4
91bce2f54fc5cfcb-0,25,2,16,4
91bce2f54fc5cfcb-0,26,1,16,4
91bce2f54fc5cfcb-0,27,1,16,4
91bce2f54fc5cfcb-0,28,8,16,4
74620fb3ca530840-0,0,4,18,9
74620fb3ca530840-0,1,2,18,9
74620fb3ca530840-0,2,2,18,9
74620fb3ca530840-0,3,4,18,9
74620fb3ca530840-0,4,4,18,9
74620fb3ca530840-0,5,2,18,9
74620fb3ca530840-0,6,3,18,9
74620fb3ca530840-0,7,1,18,9
74620fb3ca530840-0,8,2,18,9
74620fb3ca530840-0,9,2,18,9
74620fb3ca530840-0,10,2,18,9
74620fb3ca530840-0,11,2,18,9
74620fb3ca530840-0,12,6,18,9
74620fb3ca530840-0,13,4,18,9
74620fb3ca530840-0,14,2,18,9
74620fb3ca530840-0,15,2,18,9
74620fb3ca530840-0,16,2,18,9
74620fb3ca530840-0,17,2,18,9
74620fb3ca530840-0,18,2,18,9
74620fb3ca530840-0,19,2,18,9
74620fb3ca530840-0,20,2,18,9
74620fb3ca530840-0,21,2,18,9
74620fb3ca530840-0,22,1,18,9
74620fb3ca530840-0,23,1,18,9
74620fb3ca530840-0,24,2,18,9
74620fb3ca530840-0,25,2,18,9
74620fb3ca530840-0,26,2,18,9
74620fb3ca530840-0,27,2,18,9
74620fb3ca530840-0,28,3,18,9
de933183b7b95d99-0,0,3,16,4
de933183b7b95d99-0,1,1,16,4
de933183b7b95d99-0,2,4,16,4
de933183b7b95d99-0,3,4,16,4
de933183b7b95d99-0,4,6,16,4
de933183b7b95d99-0,5,2,16,4
de933183b7b95d99-0,6,2,16,4
de933183b7b95d99-0,7,2,16,4
de933183b7b95d99-0,8,2,16,4
de933183b7b95d99-0,9,2,16,4
de933183b7b95d99-0,10,2,16,4
de933183b7b95d99-0,11,2,16,4
de933183b7b95d99-0,12,3,16,4
de933183b7b95d99-0,13,1,16,4
de933183b7b95d99-0,14,3,16,4
de933183b7b95d99-0,15,1,16,4
de933183b7b95d99-0,16,3,16,4
de933183b7b95d99-0,17,1,16,4
de933183b7b95d99-0,18,2,16,4
de933183b7b95d99-0,19,2,16,4
de933183b7b95d99-0,20,2,16,4
de933183b7b95d99-0,21,2,16,4
de933183b7b95d99-0,22,2,16,4
de933183b7b95d99-0,23,2,16,4
de933183b7b95d99-0,24,8,16,4
de933183b7b95d99-0,25,3,16,4
de933183b7b95d99-0,26,1,16,4
de933183b7b95d99-0,27,4,16,4
de933183b7b95d99-0,28,4,16,4
16e88b73cd6694d7-0,0,4,20,10
16e88b73cd6694d7-0,1,1,20,10
16e88b73cd6694d7-0,2,1,20,10
16e88b73cd6694d7-0,3,4,20,10
16e88b73cd6694d7-0,4,1,20,10
16e88b73cd6694d7-0,5,1,20,10
16e88b73cd6694d7-0,6,1,20,10
16e88b73cd6694d7-0,7,1,20,10
16e88b73cd6694d7-0,8,1,20,10
16e88b73cd6694d7-0,9,1,20,10
16e88b73cd6694d7-0,10,4,20,10
16e88b73cd6694d7-0,11,4,20,10
16e88b73cd6694d7-0,12,2,20,10
16e88b73cd6694d7-0,13,1,20,10
16e88b73cd6694d7-0,14,1,20,10
16e88b73cd6694d7-0,15,1,20,10
16e88b73cd6694d7-0,16,1,20,10
16e88b73cd6694d7-0,17,1,20,10
16e88b73cd6694d7-0,18,1,20,10
16e88b73cd6694d7-0,19,1,20,10
16e88b73cd6694d7-0,20,1,20,10
16e88b73cd6694d7-0,21,6,20,10
16e88b73cd6694d7-0,22,4,20,10
16e88b73cd6694d7-0,23,1,20,10
16e88b73cd6694d7-0,24,1,20,10
16e88b73cd6694d7-0,25,3,20,10
16e88b73cd6694d7-0,26,1,20,10
16e88b73cd6694d7-0,27,2,20,10
16e88b73cd6694d7-0,28,2,20,10
16e88b73cd6694d7-2,0,1,20,10
16e88b73cd6694d7-2,1,1,20,10
16e88b73cd6694d7-2,2,1,20,10
16e88b73cd6694d7-2,3,1,20,10
16e88b73cd6694d7-2,4,1,20,10
16e88b73cd6694d7-2,5,1,20,10
16e88b73cd6694d7-2,6,3,20,10
16e88b73cd6694d7-2,7,1,20,10
16e88b73cd6694d7-2,8,2,20,10
16e88b73cd6694d7-2,9,2,20,10
16e88b73cd6694d7-2,10,6,20,10
16e88b73cd6694d7-2,11,1,20,10
16e88b73cd6694d7-2,12,1,20,10
16e88b73cd6694d7-2,13,1,20,10
16e88b73cd6694d7-2,14,1,20,10
16e88b73cd6694d7-2,15,2,20,10
16e88b73cd6694d7-2,16,2,20,10
16e88b73cd6694d7-2,17,1,20,10
16e88b73cd6694d7-2,18,1,20,10
16e88b73cd6694d7-2,19,1,20,10
16e88b73cd6694d7-2,20,1,20,10
16e88b73cd6694d7-2,21,1,20,10
16e88b73cd6694d7-2,22,1,20,10
16e88b73cd6694d7-2,23,1,20,10
16e88b73cd6694d7-2,24,1,20,10
16e88b73cd6694d7-2,25,2,20,10
16e88b73cd6694d7-2,26,2,20,10
16e88b73cd6694d7-2,27,1,20,10
16e88b73cd6694d7-2,28,1,20,10
afeb5df9a294ef0f-0,0,1,20,10
afeb5df9a294ef0f-0,1,1,20,10
afeb5df9a294ef0f-0,2,1,20,10
afeb5df9a294ef0f-0,3,1,20,10
afeb5df9a294ef0f-0,4,2,20,10
afeb5df9a294ef0f-0,5,2,20,10
afeb5df9a294ef0f-0,6,2,20,10
afeb5df9a294ef0f-0,7,2,20,10
afeb5df9a294ef0f-0,8,2,20,10
afeb5df9a294ef0f-0,9,6,20,10
afeb5df9a294ef0f-0,10,1,20,10
afeb5df9a294ef0f-0,11,1,20,10
afeb5df9a294ef0f-0,12,1,20,10
afeb5df9a294ef0f-0,13,1,20,10
afeb5df9a294ef0f-0,14,1,20,10
afeb5df9a294ef0f-0,15,1,20,10
afeb5df9a294ef0f-0,16,2,20,10
afeb5df9a294ef0f-0,17,2,20,10
afeb5df9a294ef0f-0,18,1,20,10
afeb5df9a294ef0f-0,19,1,20,10
afeb5df9a294ef0f-0,20,1,20,10
afeb5df9a294ef0f-0,21,1,20,10
afeb5df9a294ef0f-0,22,6,20,10
afeb5df9a294ef0f-0,23,3,20,10
afeb5df9a294ef0f-0,24,1,20,10
afeb5df9a294ef0f-0,25,2,20,10
afeb5df9a294ef0f-0,26,2,20,10
afeb5df9a294ef0f-0,27,2,20,10
afeb5df9a294ef0f-0,28,1,20,10
afeb5df9a294ef0f-2,0,3,20,10
